,brain,batch,condition,Olfactory areas (T),Isocortex (T),Cortical subplate (T),Hippocampal formation (T),Cerebral nuclei (T),Thalamus (D),Hypothalamus (D),"Midbrain, motor related (Mes)","Midbrain, sensory related (Mes)","Midbrain, behavioral state related (Mes)",Medulla (Met),Pons (Met)
5,an16,201908_tpham_ymaze_cfos,CNOnCrusILT,0.06254305890458146,0.4084782983120909,0.03642783327592146,0.10138219083706511,0.15473217361350328,0.04648208749569411,0.03571736135032725,0.06043317258008956,0.027277816052359627,0.005059421288322425,0.027213227695487428,0.03425335859455735
6,an17,201908_tpham_ymaze_cfos,CNOnCrusILT,0.07720665437831027,0.28022119041508203,0.03693506614713363,0.11831820621106419,0.18943512447793928,0.054037658368137384,0.053361021022422364,0.06941365874145454,0.027228820084463007,0.005366434121188082,0.04265148510231223,0.04582468093049301
7,an18,201908_tpham_ymaze_cfos,CNOnCrusILT,0.08714868312674529,0.30534182453743697,0.0360005625087892,0.12049741848644957,0.18273499809148805,0.042107800791530224,0.04751190308777146,0.06284026759346686,0.023545010747935795,0.0053036542981698374,0.043634610362215484,0.043333266368001284
0,an01,201908_tpham_ymaze_cfos,CNOnCrusIRT,0.09762408844977652,0.16290284638908492,0.03093389790637497,0.1465537520583392,0.2273582686426723,0.16854857680545754,0.0561044460127029,0.03705010585744531,0.018583862620559867,0.003293342742884027,0.017642907551164433,0.03340390496353799
1,an02,201908_tpham_ymaze_cfos,CNOnCrusIRT,0.04185351270553064,0.34471656893181557,0.018857077153041277,0.11820167873979533,0.19949407841784522,0.10796826491893756,0.03345981372887202,0.04955731861561458,0.016097504886742556,0.00793377026560883,0.027940669196274578,0.03391974243992181
2,an03,201908_tpham_ymaze_cfos,CNOnCrusIRT,0.0982525170697836,0.20032403656984146,0.0477953940516144,0.1154958916792038,0.2504339775488948,0.14141881726652009,0.03842147899548663,0.025922925587316282,0.013771554218261775,0.002546001620182849,0.025691470894572386,0.039925934498321956
3,an04,201908_tpham_ymaze_cfos,CNOnCrusIRT,0.07510986815821015,0.27180716473565053,0.03835397522972433,0.11626048741510188,0.23838060993474497,0.16353708882674126,0.024903449194300174,0.019176987614862164,0.008389932081502197,0.0009322146757224664,0.019443334665068583,0.023704887468371287
4,an05,201908_tpham_ymaze_cfos,CNOnCrusIRT,0.09983199221858696,0.23070121142452912,0.040852418427800866,0.13652842868511805,0.2137235829870015,0.10018569281103545,0.03634273587408259,0.045362100981519146,0.021841011583694402,0.004863383146166769,0.030506676098682465,0.039260765761782654
5,an06,201908_tpham_ymaze_cfos,CNOnCrusIRT,0.051549795699368524,0.28044904866069587,0.032935738165008874,0.1139956250773866,0.20723100416855833,0.05035288290891081,0.06356019645878905,0.09872466878533988,0.029097362664575507,0.007800569565396838,0.025300260018985513,0.03900284782698419
6,an07,201908_tpham_ymaze_cfos,CNOnCrusIRT,0.05226425569037989,0.32702831310968355,0.02422872551352209,0.11571100007930843,0.17217860258545484,0.049924656991038145,0.0415576175747482,0.08133079546355777,0.03180268062495043,0.009239432151637719,0.046157506542945516,0.04857641367277342
7,an08,201908_tpham_ymaze_cfos,CNOnCrusIRT,0.06536745517299436,0.2459382102870612,0.03443050761848641,0.12155905379240677,0.14243623200606112,0.06040070713022982,0.0648202710665881,0.10354406936610826,0.036072059937705195,0.008712854617392036,0.049751662597861776,0.06696691640710498
8,an09,201908_tpham_ymaze_cfos,CNOnCrusIRT,0.08453463960811756,0.24595288080242594,0.03466293445299743,0.12488919990669466,0.12031723816188476,0.05211103335665967,0.07077210170282248,0.10272918124562631,0.03550268252857476,0.009890366223466293,0.050758105901562864,0.06787963610916725
0,an21_crus1_lat,202002_cfos,CNO_control_reversal,0.02446167978331468,0.23130803895457594,0.01800203388363589,0.15980935783173056,0.21044204513490708,0.03991840861391027,0.06752533011268974,0.1110689297720044,0.045341442641137555,0.012608504938167184,0.01984511799082195,0.05966911034310476
1,an22_crus1_lat,202002_cfos,CNO_control_reversal,0.028990935352126705,0.29724474549257895,0.016302420559816715,0.14009961151509115,0.21175216655045323,0.04770594680745094,0.07641996214762427,0.08478135272437494,0.02909054686721785,0.013537204900886543,0.010122522163562108,0.043952584918816616
2,an23_crus1_lat,202002_cfos,CNO_control_reversal,0.020045525539137677,0.2797307883702941,0.018513226548681285,0.16294349216359633,0.24133216399048102,0.03806851495100092,0.04043840502948813,0.09189852337618186,0.05354424205397043,0.008713410818720653,0.0109157826796017,0.033855924478845896
3,an24_crus1_lat,202002_cfos,CNO_control_reversal,0.022658426993557364,0.20858896946117228,0.02070298755555915,0.15030595448497325,0.21987672845073383,0.04736531329496601,0.06879223809851209,0.10314083612729971,0.05501316433375529,0.00609077930429226,0.028393304187107445,0.0690712977080713
4,an25_crus1_lat,202002_cfos,CNO_control_reversal,0.03623629855259355,0.25956377704159905,0.02169775663116704,0.13699446383707228,0.22547746626053317,0.04058963470218112,0.06423060675456345,0.08645752273384175,0.04007159214709741,0.008957911821597705,0.023189630255463903,0.056533339262289616
0,an1_crus1_lat,202002_cfos,CNOnCrusILT,0.02894397800986852,0.21428703102501132,0.01729961349312501,0.15680053418650236,0.23142688015009658,0.02968544853846327,0.06143144777241361,0.08160067510686803,0.047820752572103914,0.012514875496447291,0.03317158897953582,0.08501717466956428
1,an15_crus1_lat,202002_cfos,CNOnCrusILT,0.0360967399516109,0.23101301532959098,0.01804741366944314,0.14924882135240847,0.19944342969713777,0.03161166311239469,0.06262659105471029,0.08511317885797894,0.04922300108062619,0.011125668219070661,0.028771433216345187,0.09767904445868278
2,an16_crus1_lat,202002_cfos,CNOnCrusILT,0.02178920353564479,0.3291363570448161,0.01433109741908722,0.11156976018723674,0.21658690894129629,0.025409496059327605,0.0412446926545327,0.09265048579705452,0.04545347241192083,0.00981374126121751,0.029480006609942568,0.06253477807792313
3,an17_crus1_lat,202002_cfos,CNOnCrusILT,0.032806276858802136,0.26179165644223246,0.022894343318673068,0.13718569040622988,0.2665609617469835,0.031264746780089725,0.0460130998596893,0.07441710238486239,0.04132349270866759,0.0069211554554434885,0.027145610624183355,0.05167586341414307
4,an2_crus1_lat,202002_cfos,CNOnCrusILT,0.03339776814250618,0.32866065446255976,0.016411622910040276,0.11666807858479596,0.13749720825278983,0.033276086471000485,0.07729250579528214,0.10425346754256933,0.05099232173250056,0.013405007431823608,0.02877694517393548,0.05936833350019639
5,an5_crus1_lat,202002_cfos,CNOnCrusILT,0.01774477855389059,0.23390624080121622,0.01916463788392477,0.17188955572255257,0.2435128012439353,0.04121401435789459,0.055312178583673,0.0935791190638625,0.027690720007203188,0.011937207586897123,0.024023327249871,0.06002541894507915
6,an6_crus1_lat,202002_cfos,CNOnCrusILT,0.019411154486637,0.24493598318364226,0.020445797275531655,0.1378258851792198,0.20769157271163768,0.04840026207310748,0.06436215227539516,0.08747099451284432,0.02990499849853949,0.011894297179984166,0.039057082798722394,0.08859981982473861
7,an7_crus1_lat,202002_cfos,CNOnCrusILT,0.028045961186546658,0.2990990758428417,0.022480079852685565,0.12224430791470907,0.18468228153808205,0.03865426425961301,0.06901205247789996,0.09576155483275108,0.035619632746484935,0.007991005099787174,0.03368785172182353,0.06272193252677531
8,an8_crus1_lat,202002_cfos,CNOnCrusILT,0.029157582454136275,0.27487935349201215,0.02181371379798946,0.11945777082127298,0.20138264830527597,0.04268623656385336,0.06427819028304065,0.08312779698122646,0.04531125703153506,0.01080177872212044,0.03502262081734061,0.07208105073019663
9,an9_crus1_lat,202002_cfos,CNOnCrusILT,0.030669578300257343,0.2510379305689516,0.025639633846766235,0.13024828217793533,0.252649628321343,0.049233330132206536,0.06435239117212738,0.10020918667718863,0.024654243511107215,0.007365375220773364,0.017912392118547466,0.046028027952795904
0,an10_crus1_lat,202002_cfos,CNOnCrusIRT,0.047956185292637225,0.3243189609820481,0.02469590058799271,0.09682707185004273,0.11563994464248617,0.05040262359061072,0.0900138393784579,0.10046830637634634,0.030404256616597538,0.011467356534016034,0.027385225662486603,0.08042032848627793
1,an11_crus1_lat,202002_cfos,CNOnCrusIRT,0.046556445403963836,0.2641754438879585,0.02249085237600108,0.13656430323282193,0.12724444197509308,0.06611688321996365,0.0796228242148124,0.12793180357015296,0.032963195199580915,0.01011675622474978,0.024765654144409434,0.061451396550492504
