control,treatment,region,Estimate,Std. Error,z value,Pr(>|z|),fdr_adj_pval,status
control,demonstrator,"Prelimbic area, layer 6b",0.174292975986056,0.30095981992312926,0.5791237382803248,0.5625056836628367,0.9979519911483261,success
control,demonstrator,Preparasubthalamic nucleus,-0.14478728614744715,0.3791494012872236,-0.3818739675069774,0.7025548505203101,0.9979519911483261,success
control,demonstrator,Presubiculum,-0.1869999570965759,0.18797034156590794,-0.9948375660689439,0.31981527228641815,0.9677179991997528,success
control,demonstrator,Pretectal region,-0.5001958022372686,0.23725665779504504,-2.108247696338049,0.035009569559662064,0.4880443189003716,success
control,demonstrator,Primary auditory area,0.09363207164266155,0.08731842471938002,1.0723060103703432,0.28358260806150215,0.9402904149066291,success
control,demonstrator,"Primary auditory area, layer 1",0.362809177820713,0.2442109006886474,1.4856387523965218,0.13737469899676708,0.787064064928846,success
control,demonstrator,"Primary auditory area, layer 2/3",0.11547487372852665,0.10248635795194957,1.1267340945286268,0.25985492268330546,0.9093972293661937,success
control,demonstrator,"Primary auditory area, layer 4",-0.002953936037676827,0.11359404681169585,-0.026004320830065576,0.979253892093646,0.9979519911483261,success
control,demonstrator,"Primary auditory area, layer 5",0.022534040653114852,0.12869639072575154,0.17509458133238773,0.8610053159702837,0.9979519911483261,success
control,demonstrator,"Primary auditory area, layer 6a",0.12529541745845704,0.1039008806854821,1.205912949263041,0.22785105712235953,0.9007985199454351,success
control,demonstrator,"Primary auditory area, layer 6b",0.1548502090295282,0.1955986396777448,0.791673241105608,0.4285512288959291,0.9979519911483261,success
control,demonstrator,Primary motor area,0.0011848957430232842,0.10023327456739196,0.011821381154484962,0.9905681221663591,0.9979519911483261,success
control,demonstrator,"Primary motor area, Layer 1",-0.08355044713431817,0.24199268595898424,-0.3452602164533158,0.7298987524834453,0.9979519911483261,success
control,demonstrator,"Primary motor area, Layer 2/3",-0.12495309288195018,0.1415905884799772,-0.8824957521779085,0.37750877586687515,0.9979519911483261,success
control,demonstrator,"Primary motor area, Layer 5",0.09991526918620172,0.0911110834843846,1.0966313357839286,0.2728025835182921,0.923966554046108,success
control,demonstrator,"Primary motor area, Layer 6a",0.04391787595931877,0.14731968864535144,0.2981127394658295,0.7656171187114418,0.9979519911483261,success
control,demonstrator,"Primary motor area, Layer 6b",0.07526711053951615,0.16435901045879633,0.45794331767642943,0.6469931646340128,0.9979519911483261,success
control,demonstrator,Primary somatosensory area,-0.01648656225741788,0.08261268052632667,-0.19956454811031107,0.8418211565013163,0.9979519911483261,success
control,demonstrator,"Primary somatosensory area, barrel field",-0.027941361509860152,0.22826623529641957,-0.12240689681317236,0.9025767767201458,0.9979519911483261,success
control,demonstrator,"Primary somatosensory area, barrel field, layer 1",-0.08272711378800933,0.37657757010483395,-0.2196814689865338,0.8261192377396074,0.9979519911483261,success
control,demonstrator,"Primary somatosensory area, barrel field, layer 2/3",-0.1541497929531134,0.33928494107482626,-0.4543372672679777,0.6495860967818964,0.9979519911483261,success
control,demonstrator,"Primary somatosensory area, barrel field, layer 4",0.007120756165379512,0.3248588300209362,0.021919540142777097,0.9825121377392967,0.9979519911483261,success
control,demonstrator,"Primary somatosensory area, barrel field, layer 5",-0.005823121375208462,0.33075961739940396,-0.017605297227614208,0.9859537307561318,0.9979519911483261,success
control,demonstrator,"Primary somatosensory area, barrel field, layer 6a",0.11682136233689357,0.22059925185818746,0.5295637285841401,0.5964144481886682,0.9979519911483261,success
control,demonstrator,"Primary somatosensory area, barrel field, layer 6b",0.09270954914152572,0.24161495257368398,0.38370782997485475,0.7011950085802476,0.9979519911483261,success
control,demonstrator,"Primary somatosensory area, lower limb",0.02058657167718042,0.34385753888743115,0.05986947892371166,0.9522595885654195,0.9979519911483261,success
control,demonstrator,"Primary somatosensory area, lower limb, layer 1",-0.22080713809033942,0.6009063610969976,-0.367456815879333,0.713278298112576,0.9979519911483261,success
control,demonstrator,"Primary somatosensory area, lower limb, layer 2/3",-0.17706866271935753,0.34523753695314013,-0.5128893696845933,0.6080287098489909,0.9979519911483261,success
control,demonstrator,"Primary somatosensory area, lower limb, layer 4",0.22310405768138675,0.3451800142380418,0.6463411799025263,0.5180584244320745,0.9979519911483261,success
control,demonstrator,"Primary somatosensory area, lower limb, layer 5",0.14361536196864702,0.3451540366543009,0.4160906340854683,0.6773436831729225,0.9979519911483261,success
control,demonstrator,"Primary somatosensory area, lower limb, layer 6a",0.18150371895056755,0.33800674421712273,0.5369825367566525,0.59127967686324,0.9979519911483261,success
control,demonstrator,"Primary somatosensory area, lower limb, layer 6b",0.24896765532535967,0.31835241492505223,0.7820504687673646,0.4341849141169509,0.9979519911483261,success
control,demonstrator,"Primary somatosensory area, mouth",-0.04979555005890506,0.15004213083503523,-0.331877118658446,0.7399820487612869,0.9979519911483261,success
control,demonstrator,"Primary somatosensory area, mouth, layer 1",-0.14844237409562763,0.21286634595830736,-0.6973501303240391,0.4855837027259372,0.9979519911483261,success
control,demonstrator,"Primary somatosensory area, mouth, layer 2/3",-0.3110585718831597,0.2107307561954045,-1.4760947927065955,0.13991844662328715,0.7928768151985912,success
control,demonstrator,"Primary somatosensory area, mouth, layer 4",-0.11737817737418196,0.23195476014694744,-0.5060390970196982,0.6128292034858329,0.9979519911483261,success
control,demonstrator,"Primary somatosensory area, mouth, layer 5",0.1437462339146186,0.15803719876474379,0.9095721452808152,0.36304819405511723,0.9979519911483261,success
control,demonstrator,"Primary somatosensory area, mouth, layer 6a",0.008409422801439956,0.20245662759608368,0.041536910405409855,0.9668678679848883,0.9979519911483261,success
control,demonstrator,"Primary somatosensory area, mouth, layer 6b",-0.2528485159097366,0.2421657169041297,-1.0441135894137985,0.29643283928674646,0.9530878630232101,success
control,demonstrator,"Primary somatosensory area, nose",-0.07353013403890665,0.1044513857638419,-0.7039651365196219,0.48145448534160673,0.9979519911483261,success
control,demonstrator,"Primary somatosensory area, nose, layer 1",0.04441595986205148,0.3614357569513919,0.12288756440892153,0.9021961331490372,0.9979519911483261,success
control,demonstrator,"Primary somatosensory area, nose, layer 2/3",-0.23549284038547355,0.2506299292334911,-0.9396038258706303,0.34742081309911377,0.9882223108558591,success
control,demonstrator,"Primary somatosensory area, nose, layer 4",-0.0991036116902656,0.20136165617059706,-0.49216724561653047,0.6226011174298534,0.9979519911483261,success
control,demonstrator,"Primary somatosensory area, nose, layer 5",-0.02538866624311966,0.135246533904517,-0.18772138191019272,0.8510950679040545,0.9979519911483261,success
control,demonstrator,"Primary somatosensory area, nose, layer 6a",-0.03927234509146655,0.08800347015673925,-0.44625905116605336,0.6554101318502472,0.9979519911483261,success
control,demonstrator,"Primary somatosensory area, nose, layer 6b",-0.41624535662280826,0.22974079129974356,-1.8118043133216668,0.07001643841472537,0.6203782101397759,success
control,demonstrator,"Primary somatosensory area, trunk",0.13310827418971585,0.3480336250157762,0.38245808629462774,0.7021216123755072,0.9979519911483261,success
control,demonstrator,"Primary somatosensory area, trunk, layer 1",0.04215676055172153,0.5883203120492576,0.07165613644186387,0.9428755644298678,0.9979519911483261,success
control,demonstrator,"Primary somatosensory area, trunk, layer 2/3",0.012629542158990767,0.3341403411636347,0.03779711876455482,0.9698494416252395,0.9979519911483261,success
control,demonstrator,"Primary somatosensory area, trunk, layer 4",0.4363946545805637,0.3518591947495104,1.2402536613864372,0.21488158600997875,0.9007985199454351,success
control,demonstrator,"Primary somatosensory area, trunk, layer 5",0.17813055588888005,0.3829692404685734,0.4651301907979148,0.6418382268396481,0.9979519911483261,success
control,demonstrator,"Primary somatosensory area, trunk, layer 6a",0.19438093420884714,0.3789764495149971,0.5129103258463953,0.6080140500608775,0.9979519911483261,success
control,demonstrator,"Primary somatosensory area, trunk, layer 6b",0.13100615156471138,0.34883658242675314,0.37555164270140545,0.7072502468100665,0.9979519911483261,success
control,demonstrator,"Primary somatosensory area, upper limb",0.052774236814268134,0.344760460553981,0.15307508502995804,0.8783390635638141,0.9979519911483261,success
control,demonstrator,"Primary somatosensory area, upper limb, layer 1",-0.16540401826533507,0.44120162000403185,-0.3748944037508828,0.7077390012155809,0.9979519911483261,success
control,demonstrator,"Primary somatosensory area, upper limb, layer 2/3",-0.15151903728042834,0.33911746280950666,-0.446803995362343,0.6550165862935914,0.9979519911483261,success
control,demonstrator,"Primary somatosensory area, upper limb, layer 4",0.2691226021931125,0.31933056538122195,0.8427711950211519,0.3993564207994935,0.9979519911483261,success
control,demonstrator,"Primary somatosensory area, upper limb, layer 5",0.1410349390762278,0.3238390546016815,0.4355093589613496,0.6631927472344906,0.9979519911483261,success
control,demonstrator,"Primary somatosensory area, upper limb, layer 6a",0.15495003561523307,0.324329038009394,0.4777556661785709,0.632824118955251,0.9979519911483261,success
control,demonstrator,"Primary somatosensory area, upper limb, layer 6b",0.011846108964500378,0.3437985973155617,0.034456536638010814,0.972513100488988,0.9979519911483261,success
control,demonstrator,Primary visual area,0.05214400384727887,0.35928816397901164,0.14513142673501747,0.8846071060184211,0.9979519911483261,success
control,demonstrator,"Primary visual area, layer 1",-0.11984840632416578,0.3693958627571125,-0.32444436553684214,0.7456016358439692,0.9979519911483261,success
control,demonstrator,"Primary visual area, layer 2/3",0.04341380747345463,0.35389326616032246,0.12267486167365245,0.9023645709611744,0.9979519911483261,success
control,demonstrator,"Primary visual area, layer 4",0.03780749620588623,0.3267450675740701,0.1157094626908656,0.9078828064884436,0.9979519911483261,success
control,demonstrator,"Primary visual area, layer 5",0.008375431009651579,0.33429196951648027,0.025054239327871975,0.9800117004384427,0.9979519911483261,success
control,demonstrator,"Primary visual area, layer 6a",0.2540089039577283,0.32353211116593983,0.7851118797523222,0.4323879750766757,0.9979519911483261,success
control,demonstrator,"Primary visual area, layer 6b",0.10496059539248397,0.3323116971358181,0.3158498370570021,0.752116488403113,0.9979519911483261,success
control,demonstrator,Principal sensory nucleus of the trigeminal,-0.05720439678228744,0.36290911800407794,-0.15762733407443527,0.8747504633570584,0.9979519911483261,success
control,demonstrator,Prosubiculum,-0.2084840560429249,0.12889824545502893,-1.6174312947933998,0.10578521506333084,0.723030422250185,success
control,demonstrator,"Prosubiculum, ventral part",-0.2084840560429249,0.12889824545502893,-1.6174312947933998,0.10578521506333084,0.723030422250185,success
control,demonstrator,"Prosubiculum, ventral part, molecular layer",-0.2084840560429249,0.12889824545502893,-1.6174312947933998,0.10578521506333084,0.723030422250185,success
control,demonstrator,Pyramus (VIII),-0.43340427560309425,0.26903126283433976,-1.6109810846405972,0.10718384526670419,0.723030422250185,success
control,demonstrator,Red nucleus,-0.2870337472220526,0.3652927484409338,-0.785763605894478,0.4320059917871427,0.9979519911483261,success
control,demonstrator,Reticular nucleus of the thalamus,-0.20901391504760924,0.1297569912756901,-1.6108104310427849,0.10722104686912191,0.723030422250185,success
control,demonstrator,Retrochiasmatic area,0.119570968400224,0.5802564211893557,0.20606573927288652,0.8367395605120125,0.9979519911483261,success
control,demonstrator,Retrohippocampal region,-0.024963596280298303,0.09185765304628687,-0.27176392442466607,0.7858035456787388,0.9979519911483261,success
control,demonstrator,Retrosplenial area,0.07495188301555512,0.3606456465754921,0.20782694516698078,0.8353640927402678,0.9979519911483261,success
control,demonstrator,"Retrosplenial area, dorsal part",0.07337315282224796,0.34587028267241504,0.21214066804271256,0.8319972931581718,0.9979519911483261,success
control,demonstrator,"Retrosplenial area, dorsal part, layer 1",0.25828279039347596,0.31583059132658464,0.8177890219836198,0.41347766764948624,0.9979519911483261,success
control,demonstrator,"Retrosplenial area, dorsal part, layer 2/3",-0.03335331601851532,0.36481974329877687,-0.0914240981503019,0.9271556143752417,0.9979519911483261,success
control,demonstrator,"Retrosplenial area, dorsal part, layer 5",0.07267492747697288,0.3308899590837147,0.21963473197621636,0.8261556396104344,0.9979519911483261,success
control,demonstrator,"Retrosplenial area, dorsal part, layer 6a",0.09494245919265168,0.3118272602755095,0.3044713252740217,0.7607688354931625,0.9979519911483261,success
control,demonstrator,"Retrosplenial area, dorsal part, layer 6b",-0.027214436024032226,0.33567904500447293,-0.08107278791760622,0.9353840665284676,0.9979519911483261,success
control,demonstrator,"Retrosplenial area, lateral agranular part",0.10497198104918505,0.3451546478444468,0.30413028393143204,0.761028635690112,0.9979519911483261,success
control,demonstrator,"Retrosplenial area, lateral agranular part, layer 1",0.13833827884036767,0.3381614568807775,0.40908943353985,0.682474030313021,0.9979519911483261,success
control,demonstrator,"Retrosplenial area, lateral agranular part, layer 2/3",0.05410353509838731,0.36462308001685495,0.14838209116078538,0.8820412327978678,0.9979519911483261,success
control,demonstrator,"Retrosplenial area, lateral agranular part, layer 5",0.09346599366481444,0.32089970164364445,0.29126232647173783,0.7708506980625186,0.9979519911483261,success
control,demonstrator,"Retrosplenial area, lateral agranular part, layer 6a",0.20786576269464394,0.31152014704653297,0.6672626623522819,0.5046043714878243,0.9979519911483261,success
control,demonstrator,"Retrosplenial area, lateral agranular part, layer 6b",0.08014304728720642,0.3227295422379274,0.24832882273951293,0.8038799999732221,0.9979519911483261,success
control,demonstrator,"Retrosplenial area, ventral part",0.04029440043885769,0.3492385414848477,0.11537787400995067,0.9081456158113074,0.9979519911483261,success
control,demonstrator,"Retrosplenial area, ventral part, layer 1",0.3154359238773057,0.3194841404089174,0.9873288967445135,0.3234814289502498,0.9677179991997528,success
control,demonstrator,"Retrosplenial area, ventral part, layer 2/3",-0.06608745457024037,0.3313308699242259,-0.1994606013781762,0.841902459637406,0.9979519911483261,success
control,demonstrator,"Retrosplenial area, ventral part, layer 5",-0.026133123408934165,0.3363127157327406,-0.07770483299151114,0.9380628495619124,0.9979519911483261,success
control,demonstrator,"Retrosplenial area, ventral part, layer 6a",-0.01888480947475173,0.3309055120351293,-0.057070096410926204,0.954489357192968,0.9979519911483261,success
control,demonstrator,"Retrosplenial area, ventral part, layer 6b",0.012307237193757595,0.2809467286239361,0.043806301835361695,0.9650588037700787,0.9979519911483261,success
control,demonstrator,Rhomboid nucleus,-0.6345020731232133,0.4304504912771338,-1.4740419304451586,0.14047030190526222,0.7928768151985912,success
control,demonstrator,Rostral linear nucleus raphe,-0.3133107333444958,0.45319298018941306,-0.6913406584840454,0.48935148649596427,0.9979519911483261,success
control,demonstrator,"Rostrolateral area, layer 6b",0.11746477289419652,0.11590765876439375,1.0134340918141391,0.31085286231752196,0.9677179991997528,success
control,demonstrator,Rostrolateral visual area,0.11746477289419652,0.11590765876439375,1.0134340918141391,0.31085286231752196,0.9677179991997528,success
control,demonstrator,Secondary motor area,-0.06655230844828,0.15354972253604487,-0.43342512997805804,0.6647059472165744,0.9979519911483261,success
control,demonstrator,"Secondary motor area, layer 1",-0.20237975538313394,0.3166126830700043,-0.639202932178137,0.5226909248661931,0.9979519911483261,success
control,demonstrator,"Secondary motor area, layer 2/3",-0.18532896884567784,0.2289821370036206,-0.8093599407832737,0.4183081373165478,0.9979519911483261,success
control,demonstrator,"Secondary motor area, layer 5",-0.011334251549119137,0.17660374217761318,-0.06417899988619777,0.948827698579569,0.9979519911483261,success
control,demonstrator,"Secondary motor area, layer 6a",0.08584402707235965,0.11835838054371996,0.7252889628770313,0.46827477538299955,0.9979519911483261,success
control,demonstrator,"Secondary motor area, layer 6b",-0.020151792837286246,0.17983837742716857,-0.1120550192099424,0.9107797822004849,0.9979519911483261,success
control,demonstrator,Septofimbrial nucleus,-1.0762820051194992,0.41550942939847507,-2.5902709516787903,0.009590041678755696,0.33216417087326544,success
control,demonstrator,Septohippocampal nucleus,0.43858833548913806,0.3286795212501896,1.334395078284437,0.18207441218196707,0.8733176593454869,success
control,demonstrator,Simple lobule,-0.19265869268805916,0.20121809165293952,-0.9574620805983808,0.3383340769515798,0.980477439590561,success
control,demonstrator,Somatomotor areas,-0.03601555388878481,0.11225370378688476,-0.3208406731697766,0.7483311347522825,0.9979519911483261,success
control,demonstrator,Somatosensory areas,-0.01426116554958085,0.049730666949440776,-0.2867680331751758,0.7742899411849425,0.9979519911483261,success
control,demonstrator,"Spinal nucleus of the trigeminal, caudal part",0.09265173103331269,0.35166880620588076,0.2634630351009032,0.7921937110718437,0.9979519911483261,success
control,demonstrator,"Spinal nucleus of the trigeminal, interpolar part",0.1587673482676207,0.350890958274545,0.45246919170655164,0.6509310107906776,0.9979519911483261,success
control,demonstrator,"Spinal nucleus of the trigeminal, oral part",0.339294106342762,0.4048069237786006,0.8381628040738027,0.4019392742069363,0.9979519911483261,success
control,demonstrator,Spinal vestibular nucleus,0.3143873122942297,0.38857014374020127,0.8090876701644625,0.41846471989934464,0.9979519911483261,success
control,demonstrator,Striatum,-0.03603316799850297,0.07172837502323366,-0.5023558387713566,0.6154172372849602,0.9979519911483261,success
control,demonstrator,Striatum dorsal region,-0.14227021233416823,0.1111614325780645,-1.279852274612035,0.2005970950807079,0.8734570654371394,success
control,demonstrator,Striatum ventral region,0.12305597524811542,0.35727075836102934,0.34443338103748433,0.7305203884301297,0.9979519911483261,success
control,demonstrator,Striatum-like amygdalar nuclei,0.16275472326096313,0.3385720479677932,0.4807092736623232,0.6307231391994126,0.9979519911483261,success
control,demonstrator,Subceruleus nucleus,0.5851075402283823,0.4702841376228029,1.2441575069616209,0.21344159949670438,0.9007985199454351,success
control,demonstrator,Subfornical organ,-1.9302690806219813,0.592081067711104,-3.2601432234340986,0.0011135596688560702,0.12121892395261794,success
control,demonstrator,Subgeniculate nucleus,-0.321475808273237,0.40169312552508035,-0.800301991359733,0.42353584961152047,0.9979519911483261,success
control,demonstrator,Subiculum,0.012877316993693464,0.08434086473155288,0.15268182315512724,0.8786491957049323,0.9979519911483261,success
control,demonstrator,Sublaterodorsal nucleus,-0.2279648300273581,0.4868106580750544,-0.4682823316333625,0.6395827017339214,0.9979519911483261,success
control,demonstrator,Submedial nucleus of the thalamus,0.08911080596897866,0.4491942800933301,0.1983792089927412,0.8427483830035474,0.9979519911483261,success
control,demonstrator,Subparafascicular area,-0.6516587915461821,0.46650889781331367,-1.3968839492681258,0.16244847202064294,0.8471288563367062,success
control,demonstrator,Subparafascicular nucleus,0.0009123569622445458,0.3426251344340346,0.00266284306243797,0.9978753611435146,0.998781456512494,success
control,demonstrator,"Subparafascicular nucleus, magnocellular part",-0.03254969333141082,0.41983755518073834,-0.07752925608905642,0.9382025183165523,0.9979519911483261,success
control,demonstrator,"Subparafascicular nucleus, parvicellular part",0.027674762604504532,0.4038873359172611,0.06852099618734736,0.9453709068133173,0.9979519911483261,success
control,demonstrator,Subparaventricular zone,-0.7874522268269084,0.4775408550908134,-1.648973524322143,0.09915305883658615,0.7159511412546149,success
control,demonstrator,Substantia innominata,0.16749665123095864,0.31948777746192675,0.5242662256490208,0.600093384524967,0.9979519911483261,success
control,demonstrator,"Substantia nigra, compact part",-0.37750286266690775,0.2859721098482392,-1.3200688097424693,0.18681204524057005,0.8733176593454869,success
control,demonstrator,"Substantia nigra, reticular part",-0.6422424862355429,0.3280840260857958,-1.957554879759958,0.05028226619335432,0.5718669677512834,success
control,demonstrator,Subthalamic nucleus,0.0690041198989348,0.3291352599341106,0.2096527728835516,0.833938688034176,0.9979519911483261,success
control,demonstrator,Superior central nucleus raphe,-0.3738574659005621,0.47241093268408246,-0.7913819093398787,0.4287211634524084,0.9979519911483261,success
control,demonstrator,"Superior colliculus, motor related",0.08886015551326376,0.11043810780573492,0.8046149764678362,0.4210418970474801,0.9979519911483261,success
control,demonstrator,"Superior colliculus, motor related, deep gray layer",0.1860484692916401,0.13182428536686155,1.4113368320099355,0.15814531905954843,0.8310809180922476,success
control,demonstrator,"Superior colliculus, motor related, deep white layer",0.39398542621493243,0.2186322534527375,1.8020462214194835,0.07153813372977745,0.6265753781849474,success
control,demonstrator,"Superior colliculus, motor related, intermediate gray layer",0.038179114254457004,0.13772590873406512,0.27721083567636523,0.7816182198861692,0.9979519911483261,success
control,demonstrator,"Superior colliculus, motor related, intermediate white layer",0.03183846945898075,0.10739498090767663,0.29646142854991586,0.7668777192251175,0.9979519911483261,success
control,demonstrator,"Superior colliculus, optic layer",0.1544537280719261,0.31703208667199057,0.4871864223375214,0.6261262264204426,0.9979519911483261,success
control,demonstrator,"Superior colliculus, sensory related",0.18765098433465124,0.33400716542616027,0.5618172415409922,0.5742405437215554,0.9979519911483261,success
control,demonstrator,"Superior colliculus, superficial gray layer",0.1689542891194354,0.32427373921301156,0.5210236559071203,0.6023502922374311,0.9979519911483261,success
control,demonstrator,"Superior colliculus, zonal layer",0.296111617791662,0.28924594494301226,1.0237364532457056,0.3059597724988353,0.9673914798510892,success
control,demonstrator,Superior olivary complex,-0.8608246177031901,0.43296825906479497,-1.9881933598609711,0.04679030908432838,0.5437214357055993,success
control,demonstrator,"Superior olivary complex, lateral part",-1.0246956446831,0.4828358441491895,-2.1222443550949035,0.03381722358615871,0.48620234665382905,success
control,demonstrator,"Superior olivary complex, medial part",-0.6725772083672196,0.486534343780867,-1.3823838275025153,0.16685387914855787,0.847617706074674,success
control,demonstrator,"Superior olivary complex, periolivary region",-0.644285582148152,0.5349353780983601,-1.2044175960814567,0.22842821435063454,0.9007985199454351,success
control,demonstrator,Superior vestibular nucleus,-0.19570696609438967,0.36567446146255966,-0.5351945151204592,0.5925153586552567,0.9979519911483261,success
control,demonstrator,Supplemental somatosensory area,-0.009362053231306124,0.08592741553142781,-0.10895304104522925,0.9132397363383251,0.9979519911483261,success
control,demonstrator,"Supplemental somatosensory area, layer 1",0.14165808500906552,0.17957397630942082,0.788856425192573,0.43019592628311576,0.9979519911483261,success
control,demonstrator,"Supplemental somatosensory area, layer 2/3",0.05793827683708999,0.097331953018319,0.5952647105127474,0.551666540978389,0.9979519911483261,success
control,demonstrator,"Supplemental somatosensory area, layer 4",0.0375501602514982,0.12536541781494615,0.29952566589716617,0.7645389918471618,0.9979519911483261,success
control,demonstrator,"Supplemental somatosensory area, layer 5",-0.034617657958905264,0.10904556701497725,-0.31746047919720183,0.7508942227247646,0.9979519911483261,success
control,demonstrator,"Supplemental somatosensory area, layer 6a",-0.06984881414431293,0.11135924581010942,-0.6272385704139881,0.5305028637732367,0.9979519911483261,success
control,demonstrator,"Supplemental somatosensory area, layer 6b",-0.32954282792375833,0.1500271140430375,-2.196555136221737,0.02805223332098344,0.4468875723381677,success
control,demonstrator,Suprachiasmatic nucleus,0.19207047511184175,0.6788665840331859,0.28292816236548257,0.77723190577521,0.9979519911483261,success
control,demonstrator,Suprageniculate nucleus,-0.30008715281382203,0.26586035867162455,-1.1287397425972499,0.2590076386931244,0.9093972293661937,success
control,demonstrator,Supragenual nucleus,-0.2581068859817118,0.5705392001400007,-0.45239115194604806,0.6509872199973807,0.9979519911483261,success
control,demonstrator,Supramammillary nucleus,0.06945086836884123,0.5746168057315854,0.12086466611504412,0.9037982293023976,0.9979519911483261,success
control,demonstrator,Supraoptic nucleus,-1.035750147603001,0.507220321418293,-2.042012324559137,0.041150308817900015,0.5248501070123299,success
control,demonstrator,Supratrigeminal nucleus,0.20813344344297216,0.4486585706284725,0.46390163270796936,0.642718223012126,0.9979519911483261,success
control,demonstrator,Taenia tecta,0.125826433070378,0.31410446005388487,0.40058785872952063,0.6887235860731039,0.9979519911483261,success
control,demonstrator,"Taenia tecta, dorsal part",0.12473151769539059,0.30867361471613297,0.40408869352211413,0.6861474989535669,0.9979519911483261,success
control,demonstrator,"Taenia tecta, ventral part",0.1285906154575355,0.35696874125585654,0.36022934390596534,0.7186756324080763,0.9979519911483261,success
control,demonstrator,Tegmental reticular nucleus,-1.2313462375029824,0.5412342002108558,-2.27507100812046,0.022901670511821924,0.40872472058329595,success
control,demonstrator,Temporal association areas,0.17180693988448065,0.1146398554934213,1.4986667520209838,0.13396010614694592,0.7817942714959967,success
control,demonstrator,"Temporal association areas, layer 1",0.533814030807755,0.27992930699987495,1.9069601412187738,0.056525749186781146,0.606656632117285,success
control,demonstrator,"Temporal association areas, layer 2/3",0.34591235565571443,0.1940250009493877,1.7828236256313548,0.07461501862911571,0.629558614009597,success
control,demonstrator,"Temporal association areas, layer 4",0.19314092743725667,0.12735167376774792,1.516595123747561,0.12936893729486895,0.7817942714959967,success
control,demonstrator,"Temporal association areas, layer 5",0.09465726095267793,0.12155317287968663,0.7787313050755962,0.43613801118134166,0.9979519911483261,success
control,demonstrator,"Temporal association areas, layer 6a",0.07047048568612654,0.12095186048243102,0.5826325068919697,0.5601407173829915,0.9979519911483261,success
control,demonstrator,"Temporal association areas, layer 6b",0.00626661426498856,0.1613619028388729,0.03883577321994062,0.9690213234325279,0.9979519911483261,success
control,demonstrator,Thalamus,-0.3859378760567848,0.16208572242662125,-2.3810726218128493,0.017262308443138124,0.3922138351668582,success
control,demonstrator,"Thalamus, polymodal association cortex related",-0.5716593465904515,0.19557746694421255,-2.922930517110718,0.0034675388619339414,0.20325112406105103,success
control,demonstrator,"Thalamus, sensory-motor cortex related",-0.10565060645441128,0.12070939416388893,-0.8752475910115819,0.38143920355349636,0.9979519911483261,success
control,demonstrator,Triangular nucleus of septum,-1.1720994966741596,0.3823436840831006,-3.065565211270521,0.002172589944192923,0.1505012306795461,success
control,demonstrator,Trochlear nucleus,-1.5266425028742285,0.7307555682980358,-2.0891287991548952,0.03669613055979124,0.4905693243256303,success
control,demonstrator,Tuberal nucleus,0.38933561511421355,0.5382523845436511,0.7233328198709341,0.4694754338374194,0.9979519911483261,success
control,demonstrator,Tuberomammillary nucleus,-0.007904978623915673,0.6176635637546873,-0.012798194822861902,0.9897887967007349,0.9979519911483261,success
control,demonstrator,"Tuberomammillary nucleus, dorsal part",-0.13702967380331224,0.6458063881317456,-0.21218383144168892,0.8319636201986434,0.9979519911483261,success
control,demonstrator,"Tuberomammillary nucleus, ventral part",0.052209049968746764,0.7914697158074336,0.06596468434106119,0.9474059420034328,0.9979519911483261,success
control,demonstrator,Uvula (IX),0.025210578057085646,0.3019529098569692,0.08349175395934266,0.9334605338877031,0.9979519911483261,success
control,demonstrator,Vascular organ of the lamina terminalis,0.08602394797179097,0.3815483811618649,0.22546013092713632,0.8216213378253174,0.9979519911483261,success
control,demonstrator,Ventral anterior-lateral complex of the thalamus,0.2576932925169151,0.29951436635132855,0.860370391097175,0.38958490193317696,0.9979519911483261,success
control,demonstrator,Ventral auditory area,0.3393187293963029,0.20494461141487844,1.6556606541335455,0.09779055952167667,0.7159511412546149,success
control,demonstrator,"Ventral auditory area, layer 1",0.9293396042252852,0.3485716966457768,2.6661361584090186,0.007672861020759053,0.2784152427532571,success
control,demonstrator,"Ventral auditory area, layer 2/3",0.40136777483295105,0.26873044526618767,1.4935701626043194,0.13528800295423235,0.7817942714959967,success
control,demonstrator,"Ventral auditory area, layer 4",0.21584884457412332,0.2811129687806977,0.7678366654884274,0.4425842284282282,0.9979519911483261,success
control,demonstrator,"Ventral auditory area, layer 5",0.2377724081380922,0.30479878488125267,0.7800963124926057,0.43533418679889135,0.9979519911483261,success
control,demonstrator,"Ventral auditory area, layer 6a",0.3625960114624763,0.2891726472013158,1.2539084002991634,0.20987530139409105,0.898454941923019,success
control,demonstrator,"Ventral auditory area, layer 6b",0.26860198295211957,0.22934167157420435,1.1711869940967636,0.24152362192172627,0.9007985199454351,success
control,demonstrator,Ventral cochlear nucleus,-0.20173941630847758,0.3351056921542656,-0.6020172770315313,0.5471626370233217,0.9979519911483261,success
control,demonstrator,Ventral group of the dorsal thalamus,0.0763074433626305,0.14745748213298102,0.5174877683983132,0.6048157052660903,0.9979519911483261,success
control,demonstrator,Ventral medial nucleus of the thalamus,0.3836690034649148,0.3823765191268447,1.0033801352159946,0.31567748491480496,0.9677179991997528,success
control,demonstrator,Ventral part of the lateral geniculate complex,-0.23051253975730135,0.11298324700050646,-2.040236458740366,0.04132678007971102,0.5248501070123299,success
