control,treatment,region,Estimate,Std. Error,z value,Pr(>|z|),fdr_adj_pval,status
control,observer,Barrington's nucleus,0.1928958090058766,0.4051557558406748,0.47610284742377396,0.634001108526786,0.9988677083573988,success
control,observer,Basic cell groups and regions,0.005971096826359158,0.4003205829450726,0.014915787698027115,0.9880993645621624,0.9988677083573988,success
control,observer,Basolateral amygdalar nucleus,-0.04077254270712691,0.40036661534275075,-0.10183801831784063,0.9188852482550014,0.9988677083573988,success
control,observer,"Basolateral amygdalar nucleus, anterior part",0.05656711059193211,0.40041290286417447,0.14127194750045416,0.8876551099840613,0.9988677083573988,success
control,observer,"Basolateral amygdalar nucleus, posterior part",-0.09404948663964295,0.4004586816968359,-0.23485440805311938,0.8143217369787876,0.9988677083573988,success
control,observer,"Basolateral amygdalar nucleus, ventral part",-0.23083079248656557,0.4006035838329741,-0.5762075073766867,0.5644749314214834,0.9988677083573988,success
control,observer,Basomedial amygdalar nucleus,0.012275544219984889,0.400378079366268,0.030659880879130637,0.9755407865293008,0.9988677083573988,success
control,observer,"Basomedial amygdalar nucleus, anterior part",-0.026210306050678398,0.4004200394289618,-0.06545702879420535,0.9478101189782624,0.9988677083573988,success
control,observer,"Basomedial amygdalar nucleus, posterior part",0.06507899210925341,0.40045755033188235,0.16251158719649234,0.8709030043031645,0.9988677083573988,success
control,observer,Bed nuclei of the stria terminalis,0.18907541328377467,0.4003955801115468,0.4722215295960556,0.6367686739151903,0.9988677083573988,success
control,observer,Bed nucleus of the accessory olfactory tract,0.26972304182463247,0.416214583663502,0.6480384215529942,0.5169601001555899,0.9988677083573988,success
control,observer,Bed nucleus of the anterior commissure,0.11007290990027976,0.42023493247262983,0.2619318419166614,0.7933739900996436,0.9988677083573988,success
control,observer,Brain stem,-0.031092205516027916,0.40032206057379993,-0.07766797930511757,0.9380921659508749,0.9988677083573988,success
control,observer,Caudoputamen,-0.06416695694999185,0.40032351278395434,-0.16028775453072455,0.8726544046272179,0.9988677083573988,success
control,observer,Central amygdalar nucleus,0.08942134662044846,0.40040459639400755,0.22332747282565094,0.8232806469319267,0.9988677083573988,success
control,observer,"Central amygdalar nucleus, capsular part",0.12404751132214997,0.4005972528000428,0.3096564203950445,0.7568222463070463,0.9988677083573988,success
control,observer,"Central amygdalar nucleus, lateral part",0.0011474899429779167,0.4007782353130862,0.0028631543379133415,0.99771553647979,0.9988677083573988,success
control,observer,"Central amygdalar nucleus, medial part",0.10043982163490829,0.4004849693286969,0.25079548379373157,0.8019722334243905,0.9988677083573988,success
control,observer,Central lateral nucleus of the thalamus,-0.5026386920682284,0.4008187067109697,-1.2540300231812311,0.20983109301327008,0.9988677083573988,success
control,observer,Central linear nucleus raphe,0.32110162801889425,0.4047452888254248,0.7933424721279267,0.427578317917196,0.9988677083573988,success
control,observer,Central lobule,-0.34196016758686004,0.40038385402102805,-0.8540808130811898,0.39306021415933035,0.9988677083573988,success
control,observer,Central medial nucleus of the thalamus,-0.02653378938712235,0.4016651522691235,-0.0660594757529381,0.9473304740081556,0.9988677083573988,success
control,observer,Cerebellar cortex,-0.19186285866512057,0.4003265023605801,-0.47926594300845665,0.631749447228914,0.9988677083573988,success
control,observer,Cerebellar nuclei,-0.25747103872772414,0.40049132428527345,-0.6428879306866715,0.5202968214305899,0.9988677083573988,success
control,observer,Cerebellum,-0.18243367475947225,0.4003261404220381,-0.4557126211322202,0.6485966449667057,0.9988677083573988,success
control,observer,Cerebral cortex,0.0208922841562506,0.4003206545712226,0.052188873888178486,0.958378198204193,0.9988677083573988,success
control,observer,Cerebral nuclei,0.005036349449653919,0.4003221568337619,0.012580741194760593,0.9899622856245648,0.9988677083573988,success
control,observer,Cerebrum,0.018796913054389935,0.4003206188582849,0.046954646273276564,0.9625493746604784,0.9988677083573988,success
control,observer,Claustrum,0.24251963798215626,0.40036608280887775,0.6057447131402676,0.5446842876124953,0.9988677083573988,success
control,observer,Cochlear nuclei,0.13587600275858946,0.4004775658698179,0.3392849296401244,0.7343950944762399,0.9988677083573988,success
control,observer,Copula pyramidis,-0.4302563410932241,0.400467131583119,-1.07438615347118,0.28264964581276786,0.9988677083573988,success
control,observer,Cortical amygdalar area,0.12361372392778104,0.4003574253777278,0.30875841458705156,0.7575053048288978,0.9988677083573988,success
control,observer,"Cortical amygdalar area, anterior part",-0.06107439693398213,0.40047291818087616,-0.15250568555648872,0.8787881064658526,0.9988677083573988,success
control,observer,"Cortical amygdalar area, posterior part",0.18234832315083124,0.40036947509083204,0.4554501141962978,0.6487854488757239,0.9988677083573988,success
control,observer,"Cortical amygdalar area, posterior part, lateral zone",0.11734848935023878,0.40043624690131463,0.29305161622683645,0.7694826985899638,0.9988677083573988,success
control,observer,"Cortical amygdalar area, posterior part, medial zone",0.22976709225229303,0.4004056669542914,0.5738357651129904,0.5660789440247762,0.9988677083573988,success
control,observer,Cortical plate,0.018634886091241573,0.40032066529968896,0.0465498978857139,0.9628719644007179,0.9988677083573988,success
control,observer,Cortical subplate,0.07758227502217253,0.4003274578600175,0.19379703664818496,0.8463348074379453,0.9988677083573988,success
control,observer,Crus 1,0.005766822195350208,0.4003761790610719,0.014403509741448823,0.9885080593123938,0.9988677083573988,success
control,observer,Crus 2,-0.16707566710907637,0.4003716708998742,-0.41730142078623494,0.6764579494203167,0.9988677083573988,success
control,observer,Culmen,-0.07225121263253195,0.40035978317669785,-0.18046571026501942,0.8567869716531492,0.9988677083573988,success
control,observer,Cuneate nucleus,0.05321357932066631,0.4010885477105352,0.13267289635771512,0.8944520789120526,0.9988677083573988,success
control,observer,Cuneiform nucleus,-0.1735096843281825,0.4005093879721126,-0.4332225149745153,0.6648531235658162,0.9988677083573988,success
control,observer,Declive (VI),-0.09786969605325489,0.40040496130527503,-0.24442678166177242,0.806900301924466,0.9988677083573988,success
control,observer,Dentate gyrus,-0.24172759086452586,0.40034404433849363,-0.6037996425398139,0.5459768571525124,0.9988677083573988,success
control,observer,"Dentate gyrus, granule cell layer",-0.06604396765378671,0.4003950570126359,-0.16494701045148633,0.8689856901503002,0.9988677083573988,success
control,observer,"Dentate gyrus, molecular layer",-0.3419081567123622,0.4003619354587999,-0.853997661692159,0.39310628499179767,0.9988677083573988,success
control,observer,"Dentate gyrus, polymorph layer",-0.22793535809394763,0.40053562041216056,-0.5690763729313183,0.5693043117255754,0.9988677083573988,success
control,observer,Dentate nucleus,0.15997983922439582,0.40151781243682383,0.3984377137678483,0.6903075626661778,0.9988677083573988,success
control,observer,Diagonal band nucleus,0.06942027057186134,0.4006295000844509,0.17327798017177432,0.8624329311488497,0.9988677083573988,success
control,observer,Dorsal auditory area,0.001962266938231111,0.40035050635214,0.004901372440141594,0.9960892862614131,0.9988677083573988,success
control,observer,"Dorsal auditory area, layer 1",-0.04513437138568337,0.4006395696107967,-0.11265580039817179,0.9103034442643465,0.9988677083573988,success
control,observer,"Dorsal auditory area, layer 2/3",-0.04299976398804346,0.4004220061092476,-0.10738611597763133,0.9144826686564259,0.9988677083573988,success
control,observer,"Dorsal auditory area, layer 4",-0.07588445967957035,0.40058270752380404,-0.18943518592864128,0.8497517493077281,0.9988677083573988,success
control,observer,"Dorsal auditory area, layer 5",-0.021675235467937416,0.4004251603591987,-0.054130553256178486,0.9568311499466814,0.9988677083573988,success
control,observer,"Dorsal auditory area, layer 6a",0.17706564429623972,0.4004822322555916,0.44213108606335055,0.6583943507046843,0.9988677083573988,success
control,observer,"Dorsal auditory area, layer 6b",0.026566241567257513,0.4018904645195358,0.06610318958181237,0.9472956714888408,0.9988677083573988,success
control,observer,Dorsal cochlear nucleus,0.2675573420466677,0.40060216812748145,0.6678879030967311,0.5042051497382075,0.9988677083573988,success
control,observer,Dorsal column nuclei,-0.07305538058955734,0.4008728405267133,-0.18224078361998455,0.8553937681567664,0.9988677083573988,success
control,observer,Dorsal motor nucleus of the vagus nerve,0.28580885338679374,0.40112907957563426,0.7125109296218538,0.4761484458312323,0.9988677083573988,success
control,observer,Dorsal nucleus raphe,-0.4160332883534344,0.4015621361158875,-1.0360371432862652,0.3001848145035261,0.9988677083573988,success
control,observer,Dorsal part of the lateral geniculate complex,-0.8946561245031294,0.4005242054661233,-2.233712999847147,0.025501963085460523,0.7783199133682551,success
control,observer,"Dorsal part of the lateral geniculate complex, shell",-0.8946561245031294,0.4005242054661233,-2.233712999847147,0.025501963085460523,0.7783199133682551,success
control,observer,Dorsal peduncular area,0.13645777649076274,0.4004144457699806,0.34079134240114645,0.7332606685101006,0.9988677083573988,success
control,observer,Dorsal premammillary nucleus,0.043812729398969165,0.4041407049103073,0.10840959316061151,0.913670791744455,0.9988677083573988,success
control,observer,Dorsal tegmental nucleus,0.006370105268438355,0.4030003203300963,0.015806700260735825,0.9873886030702211,0.9988677083573988,success
control,observer,Dorsal terminal nucleus of the accessory optic tract,-0.34585902088291604,0.41428803297174355,-0.8348274469866362,0.4038148697030032,0.9988677083573988,success
control,observer,Dorsomedial nucleus of the hypothalamus,0.28391597515114886,0.4005381406320488,0.7088363038364579,0.4784260661418852,0.9988677083573988,success
control,observer,Ectorhinal area,0.1358732883083225,0.4003477490404386,0.339388165998151,0.7343173323037562,0.9988677083573988,success
control,observer,Ectorhinal area/Layer 1,-0.10058301957656667,0.40099532516858466,-0.2508333969586304,0.801942919779131,0.9988677083573988,success
control,observer,Ectorhinal area/Layer 2/3,0.18903703056223128,0.4004205563299061,0.4720962187727542,0.6368581113101521,0.9988677083573988,success
control,observer,Ectorhinal area/Layer 5,0.12403193128094266,0.4004035977227494,0.3097672747856422,0.7567379392583146,0.9988677083573988,success
control,observer,Ectorhinal area/Layer 6a,0.14630730521835197,0.4004050833834151,0.3653982211765598,0.7148141688843248,0.9988677083573988,success
control,observer,Ectorhinal area/Layer 6b,-0.0010173231693179536,0.401134972415731,-0.002536111880725307,0.9979764776550707,0.9988677083573988,success
control,observer,Edinger-Westphal nucleus,-0.3532832009138147,0.4081630621874576,-0.8655442729689289,0.38674012705214145,0.9988677083573988,success
control,observer,Endopiriform nucleus,0.045014246049816985,0.40033858894073016,0.11244043740305362,0.9104741941894414,0.9988677083573988,success
control,observer,"Endopiriform nucleus, dorsal part",0.1261502247115947,0.40034440483487116,0.3151042532082533,0.7526824993079682,0.9988677083573988,success
control,observer,"Endopiriform nucleus, ventral part",-0.216370451017631,0.4003972317340776,-0.5403894779205983,0.5889284626853417,0.9988677083573988,success
control,observer,Entorhinal area,0.04624699256773603,0.40032630835431626,0.11552324092276312,0.9080304002050199,0.9988677083573988,success
control,observer,"Entorhinal area, lateral part",0.09599846077034253,0.4003312132167156,0.23979759159667285,0.8104871741350183,0.9988677083573988,success
control,observer,"Entorhinal area, lateral part, layer 1",0.16208417355811353,0.40056849818129237,0.40463534774708176,0.6857455718299059,0.9988677083573988,success
control,observer,"Entorhinal area, lateral part, layer 2",0.16785734900147797,0.400359835952213,0.41926620486854593,0.6750215922032121,0.9988677083573988,success
control,observer,"Entorhinal area, lateral part, layer 3",0.13378768068370595,0.400364807138376,0.33416443777853233,0.7382554775620964,0.9988677083573988,success
control,observer,"Entorhinal area, lateral part, layer 5",0.08804929660714042,0.40036753208991643,0.21992117129859046,0.825932547621119,0.9988677083573988,success
control,observer,"Entorhinal area, lateral part, layer 6a",-0.050471338325953366,0.40037271691474846,-0.12606088325618914,0.8996837310344359,0.9988677083573988,success
control,observer,"Entorhinal area, medial part, dorsal zone",-0.01426269375275881,0.40033348415795283,-0.03562703175518393,0.9715797537763436,0.9988677083573988,success
control,observer,"Entorhinal area, medial part, dorsal zone, layer 1",-0.14697047868341154,0.4004194271783191,-0.3670413289362233,0.7135881901250136,0.9988677083573988,success
control,observer,"Entorhinal area, medial part, dorsal zone, layer 2",-0.029680920971990897,0.4003725747408766,-0.07413325198710365,0.9409043567872474,0.9988677083573988,success
control,observer,"Entorhinal area, medial part, dorsal zone, layer 3",-0.02510359348415221,0.40038304138527137,-0.06269894298544004,0.9500062391147751,0.9988677083573988,success
control,observer,"Entorhinal area, medial part, dorsal zone, layer 5",-0.0031381968002244425,0.40037995963201367,-0.007838046647261607,0.9937462076269594,0.9988677083573988,success
control,observer,"Entorhinal area, medial part, dorsal zone, layer 6",0.09865224444501398,0.4003905635769298,0.2463900336803498,0.8053803204535377,0.9988677083573988,success
control,observer,Epithalamus,-1.2823882203110442,0.40068673858832526,-3.200475825152275,0.0013720087840751356,0.11631585580548093,success
control,observer,External cuneate nucleus,0.6306030004091342,0.4013885651433735,1.571053724920855,0.11617017009431532,0.9988677083573988,success
control,observer,Facial motor nucleus,-0.5788610250543802,0.40157284991169057,-1.441484465848916,0.14944786281465902,0.9988677083573988,success
control,observer,Fasciola cinerea,0.10675654351516572,0.4022133504528355,0.26542267529154095,0.7906838700422203,0.9988677083573988,success
control,observer,Fastigial nucleus,-0.7499504229041017,0.40103199586463023,-1.8700513441257942,0.06147668821584715,0.9988677083573988,success
control,observer,Field CA1,-0.12875307326117344,0.40032891917262586,-0.3216182171582109,0.7477419412445399,0.9988677083573988,success
control,observer,Field CA2,-0.27957210869626864,0.40064794481927046,-0.6977999321134212,0.48530232156392594,0.9988677083573988,success
control,observer,Field CA3,-0.27501608923774007,0.4003436795222468,-0.6869499964778578,0.4921142393645308,0.9988677083573988,success
control,observer,Fields of Forel,0.40497368502785674,0.40120204830044515,1.009400841155694,0.31278243521731575,0.9988677083573988,success
control,observer,Flocculus,0.04074699358864628,0.4006858332596659,0.10169312265712185,0.9190002611707563,0.9988677083573988,success
control,observer,Folium-tuber vermis (VII),0.067645167502451,0.4005167095693863,0.16889474492881806,0.8658794327578822,0.9988677083573988,success
control,observer,"Frontal pole, cerebral cortex",-0.30833595809683995,0.40052896402516835,-0.7698218750478799,0.4414055617842263,0.9988677083573988,success
control,observer,"Frontal pole, layer 1",0.049248862471534455,0.40075576791219647,0.12288996544729613,0.9021942318086147,0.9988677083573988,success
control,observer,"Frontal pole, layer 2/3",-0.6484362047411582,0.4007446854259422,-1.6180781138792903,0.10564576449782959,0.9988677083573988,success
control,observer,Fundus of striatum,0.22611599094641036,0.40049437107623626,0.564592182254087,0.5723511839304001,0.9988677083573988,success
control,observer,"Geniculate group, dorsal thalamus",-0.6369561172812281,0.40042535854521677,-1.5906987499376912,0.11167738839921923,0.9988677083573988,success
control,observer,"Geniculate group, ventral thalamus",-0.04483078483784796,0.40045749648339046,-0.11194892149985607,0.9108639066201114,0.9988677083573988,success
control,observer,Gigantocellular reticular nucleus,-0.21935731799096467,0.4004595276095964,-0.5477640132583228,0.583853951537276,0.9988677083573988,success
control,observer,"Globus pallidus, external segment",-0.07179874997527652,0.40045297759328424,-0.17929383471384286,0.8577069876016381,0.9988677083573988,success
control,observer,"Globus pallidus, internal segment",-0.07637298663475064,0.40116644313223976,-0.19037730583456403,0.8490134797769842,0.9988677083573988,success
control,observer,Gracile nucleus,-0.4073579093606147,0.40235739415934907,-1.0124280435102064,0.31133343541264236,0.9988677083573988,success
control,observer,Gustatory areas,-0.029053657376132178,0.4003583653629634,-0.07256912778578323,0.9421489943820337,0.9988677083573988,success
control,observer,"Gustatory areas, layer 1",-0.08703178660759885,0.4009263016119386,-0.21707677011381998,0.828148517091298,0.9988677083573988,success
control,observer,"Gustatory areas, layer 2/3",-0.31802421218862076,0.40050209088263733,-0.7940637999860385,0.4271582904672774,0.9988677083573988,success
control,observer,"Gustatory areas, layer 4",-0.30827461417095114,0.40114683496922016,-0.7684832268329,0.4422001518828963,0.9988677083573988,success
control,observer,"Gustatory areas, layer 5",-0.09648673357113635,0.4004517593665544,-0.2409447113524029,0.8095979680992516,0.9988677083573988,success
control,observer,"Gustatory areas, layer 6a",0.2205897915216562,0.4004270690991731,0.550886312501074,0.5817116109501623,0.9988677083573988,success
control,observer,"Gustatory areas, layer 6b",0.2045101448275395,0.40178422946672004,0.5090049081791528,0.6107487837759393,0.9988677083573988,success
control,observer,Hemispheric regions,-0.18488562254587218,0.400331824691297,-0.46183093909269085,0.6442025619874014,0.9988677083573988,success
control,observer,Hindbrain,0.020153231542751747,0.4003271027721249,0.050341911409938725,0.9598499256166237,0.9988677083573988,success
control,observer,Hippocampal formation,-0.09583113158087461,0.4003224808284294,-0.2393848364012962,0.8108071870440474,0.9988677083573988,success
control,observer,Hippocampal region,-0.181071910784694,0.400325206630665,-0.45231203977557344,0.6510442036476225,0.9988677083573988,success
control,observer,Hypoglossal nucleus,0.8720857337312323,0.40104266440011677,2.1745460299983446,0.0296641524593578,0.822881167545181,success
control,observer,Hypothalamic lateral zone,0.026695000736685934,0.4003541846602473,0.06667846062191188,0.9468376820765309,0.9988677083573988,success
control,observer,Hypothalamic medial zone,0.12508415982462637,0.4003658849483426,0.3124246208958723,0.7547178413917042,0.9988677083573988,success
control,observer,Hypothalamus,0.12952241802828726,0.4003302725801672,0.32353890499837246,0.7462871485426086,0.9988677083573988,success
control,observer,Induseum griseum,0.3486215046318552,0.401207013169925,0.8689317314705114,0.3848844723215942,0.9988677083573988,success
control,observer,Inferior colliculus,0.27240672692536266,0.40034344765789803,0.6804325848693294,0.49623059459437624,0.9988677083573988,success
control,observer,"Inferior colliculus, central nucleus",0.1790191852357942,0.40039675627759624,0.4471044843122547,0.6547996213958167,0.9988677083573988,success
control,observer,"Inferior colliculus, dorsal nucleus",0.4337891051053469,0.4003972325068243,1.083396861635285,0.27863230808786976,0.9988677083573988,success
control,observer,"Inferior colliculus, external nucleus",0.21767945943227068,0.4003787440393663,0.5436838560312479,0.5866590436510799,0.9988677083573988,success
control,observer,Inferior olivary complex,-0.5516602203283687,0.4011528799646512,-1.3751869870084938,0.16907348159509716,0.9988677083573988,success
control,observer,Inferior salivatory nucleus,-0.3281768040809945,0.4462051446856322,-0.7354841332280178,0.4620446996730596,0.9988677083573988,success
