control,treatment,region,Estimate,Std. Error,z value,Pr(>|z|),fdr_adj_pval,status
control,observer,Anterior olfactory nucleus,0.15273641892468237,0.3329934031334524,0.45867701127842114,0.6464661248528916,0.9892110326585131,success
control,observer,Anterior pretectal nucleus,-0.6974077128727117,0.2656347494325461,-2.625438555620178,0.008653742625259536,0.24454835641011208,success
control,observer,Anterior tegmental nucleus,-0.1104579551643199,0.5601619460569649,-0.19718932344805698,0.8436793852434925,0.9892110326585131,success
control,observer,Anterodorsal nucleus,-1.3502960969566764,0.5119553680743695,-2.637526982157798,0.008351298143656122,0.24454835641011208,success
control,observer,Anterodorsal preoptic nucleus,0.38902275228491645,0.35537902831681795,1.0946699756804597,0.2736612468732025,0.9540225596705425,success
control,observer,Anterolateral visual area,0.2114393855954335,0.3116541912109134,0.6784422977720871,0.49749129801870606,0.9892110326585131,success
control,observer,"Anterolateral visual area, layer 1",0.11041288319038377,0.3620427889333118,0.3049719164844954,0.760387541457119,0.9892110326585131,success
control,observer,"Anterolateral visual area, layer 2/3",0.2513175065348686,0.3032990205165379,0.8286129843309702,0.4073234383265315,0.9892110326585131,success
control,observer,"Anterolateral visual area, layer 4",0.3391785569335832,0.3121932533176118,1.0864378180156178,0.2772853376329759,0.9540225596705425,success
control,observer,"Anterolateral visual area, layer 5",0.11993578228489965,0.27948592944236406,0.4291299477014744,0.6678286592248359,0.9892110326585131,success
control,observer,"Anterolateral visual area, layer 6a",0.1492186457355615,0.2695241451704269,0.5536373954222424,0.5798270281425326,0.9892110326585131,success
control,observer,"Anterolateral visual area, layer 6b",-0.2283906407615568,0.2798454619608527,-0.8161313003299876,0.4144250436873217,0.9892110326585131,success
control,observer,Anteromedial nucleus,-0.139078400372204,0.40271295738849805,-0.3453536764103539,0.7298284980594679,0.9892110326585131,success
control,observer,"Anteromedial nucleus, dorsal part",-0.25226718005979715,0.42123562434785283,-0.5988742771942693,0.5492567258361698,0.9892110326585131,success
control,observer,"Anteromedial nucleus, ventral part",-0.03922497028875045,0.3884879369285498,-0.10096830959249233,0.9195756168650943,0.9892110326585131,success
control,observer,Anteromedial visual area,0.24253529255668269,0.31138299053802804,0.7788970493783691,0.4360403622081922,0.9892110326585131,success
control,observer,"Anteromedial visual area, layer 1",0.024013116273598385,0.5402835214397833,0.04444539824129124,0.9645493748172518,0.9946331244876356,success
control,observer,"Anteromedial visual area, layer 2/3",0.2579662382377647,0.3928403045991829,0.6566694792199824,0.5113934632711814,0.9892110326585131,success
control,observer,"Anteromedial visual area, layer 4",0.37634703652869517,0.3219766214856947,1.1688644808810011,0.24245823607897654,0.927829599275163,success
control,observer,"Anteromedial visual area, layer 5",0.1505350513719783,0.3486771299792391,0.43173193315243086,0.6659362555458188,0.9892110326585131,success
control,observer,"Anteromedial visual area, layer 6a",0.514791321981191,0.29919084394341,1.7206118850300127,0.08532127533411964,0.6071628313691712,success
control,observer,"Anteromedial visual area, layer 6b",0.41875359406691204,0.36657175588565727,1.142350951330608,0.25330817039683406,0.9382239515183708,success
control,observer,Anteroventral nucleus of thalamus,-0.3497703704631057,0.3533656586788131,-0.9898255868180579,0.32225937617912925,0.9892110326585131,success
control,observer,Anteroventral periventricular nucleus,0.1804644710609728,0.32562386446519564,0.5542114407289143,0.5794341494742659,0.9892110326585131,success
control,observer,Anteroventral preoptic nucleus,0.20174203312068736,0.3603674714486685,0.5598230947695952,0.575600109242238,0.9892110326585131,success
control,observer,Arcuate hypothalamic nucleus,0.3230539510280892,0.6719052111302015,0.48080286575644365,0.6306566132982374,0.9892110326585131,success
control,observer,Area postrema,-0.2134570748912132,0.5347929622868214,-0.39913964832007537,0.6897903094195784,0.9892110326585131,success
control,observer,Auditory areas,0.06949378434695143,0.06516234281384309,1.0664715439327048,0.28621053550841846,0.9577943122392051,success
control,observer,Barrington's nucleus,0.19356203925286572,0.5299416054241037,0.3652516376742323,0.7149235756511865,0.9892110326585131,success
control,observer,Basic cell groups and regions,0.005966811293595514,0.0047606766186426615,1.2533536241948606,0.21007704102577596,0.8617676467885327,success
control,observer,Basolateral amygdalar nucleus,-0.040768507577929325,0.34078024853531447,-0.1196328359790622,0.9047740071661845,0.9892110326585131,success
control,observer,"Basolateral amygdalar nucleus, anterior part",0.056574928693785546,0.33492587576700583,0.16891775997965114,0.8658613294917328,0.9892110326585131,success
control,observer,"Basolateral amygdalar nucleus, posterior part",-0.09403462876177437,0.3094723097240036,-0.3038547417881658,0.76123855925916,0.9892110326585131,success
control,observer,"Basolateral amygdalar nucleus, ventral part",-0.23086678680621925,0.45869878272629844,-0.5033080433177767,0.6147477122820646,0.9892110326585131,success
control,observer,Basomedial amygdalar nucleus,0.012264326425767384,0.43250634201086646,0.028356408298538315,0.9773778913457956,0.9972305198807456,success
control,observer,"Basomedial amygdalar nucleus, anterior part",-0.02621718726298985,0.42531723059135085,-0.06164148869900734,0.9508483365405339,0.9892110326585131,success
control,observer,"Basomedial amygdalar nucleus, posterior part",0.06507283842060049,0.40777513203716353,0.15958020317597477,0.8732117746879986,0.9892110326585131,success
control,observer,Bed nuclei of the stria terminalis,0.18906214309041564,0.30395728174569325,0.6220023485030209,0.5339403237520197,0.9892110326585131,success
control,observer,Bed nucleus of the accessory olfactory tract,0.26858156701782626,0.761964339261365,0.35248574398925886,0.7244740079630473,0.9892110326585131,success
control,observer,Bed nucleus of the anterior commissure,0.11022909174622401,0.3932131700400558,0.28032909410179524,0.7792250313890786,0.9892110326585131,success
control,observer,Brain stem,-0.03109591718916654,0.09191063357270393,-0.3383277427259685,0.7351162194324283,0.9892110326585131,success
control,observer,Caudoputamen,-0.06417313676465573,0.10329286910451417,-0.6212736399036785,0.5344195944941588,0.9892110326585131,success
control,observer,Central amygdalar nucleus,0.0894296694418605,0.3144132161480311,0.2844335570161131,0.7760781457043426,0.9892110326585131,success
control,observer,"Central amygdalar nucleus, capsular part",0.1240826803275449,0.2935738823405879,0.4226625316198638,0.6725414962937959,0.9892110326585131,success
control,observer,"Central amygdalar nucleus, lateral part",0.0012344945323934813,0.3063252028501032,0.004030012943458549,0.9967845235963421,0.9980926397690406,success
control,observer,"Central amygdalar nucleus, medial part",0.10045554473337032,0.3059225597112939,0.32836919522434865,0.7426325315009443,0.9892110326585131,success
control,observer,Central lateral nucleus of the thalamus,-0.5029460860374042,0.29091991711381615,-1.7288128328478707,0.0838425986499799,0.6071628313691712,success
control,observer,Central linear nucleus raphe,0.3186823797609708,0.5639229356378856,0.5651168974010444,0.5719942560120245,0.9892110326585131,success
control,observer,Central lobule,-0.34197067047735563,0.16068901769514438,-2.128152100140003,0.0333244747932693,0.42497560398324513,success
control,observer,Central medial nucleus of the thalamus,-0.026537094141445807,0.3939982876259957,-0.06735332354194452,0.946300427178475,0.9892110326585131,success
control,observer,Cerebellar cortex,-0.1918716958739103,0.09018730681131663,-2.127480048554176,0.03338021731114445,0.42497560398324513,success
control,observer,Cerebellar nuclei,-0.2575131959697874,0.14220492413230376,-1.8108599089733617,0.07016253984862088,0.6071628313691712,success
control,observer,Cerebellum,-0.1824418822542789,0.08633415872434409,-2.113206232040746,0.03458312013259992,0.4255954945350603,success
control,observer,Cerebral cortex,0.020894732892869028,0.02427591726892494,0.8607185739430703,0.3893930607221645,0.9892110326585131,success
control,observer,Cerebral nuclei,0.005030149396513218,0.06488920973697032,0.0775190423323543,0.9382106432631727,0.9892110326585131,success
control,observer,Cerebrum,0.01880048738939852,0.013123299605862587,1.4326036861186768,0.15197112774411037,0.7754791210363774,success
control,observer,Claustrum,0.24252465985473207,0.19869242520184027,1.220603450827907,0.22223619914521842,0.8954774661099763,success
control,observer,Cochlear nuclei,0.1358902511681044,0.3062078230656386,0.4437843873733266,0.657198477228886,0.9892110326585131,success
control,observer,Copula pyramidis,-0.43034013444077024,0.1803889167075544,-2.3856240299864737,0.01705017192548401,0.32182518578231484,success
control,observer,Cortical amygdalar area,0.12360878264620873,0.47089186135333444,0.2624992971655093,0.792936527147238,0.9892110326585131,success
control,observer,"Cortical amygdalar area, anterior part",-0.06108505002791283,0.4530771144777362,-0.13482263410793946,0.8927521097958624,0.9892110326585131,success
control,observer,"Cortical amygdalar area, posterior part",0.1823383653224938,0.46568452571072777,0.3915491180305143,0.6953913897041026,0.9892110326585131,success
control,observer,"Cortical amygdalar area, posterior part, lateral zone",0.1173431564632526,0.44256013656569143,0.2651462406303618,0.7908968067997996,0.9892110326585131,success
control,observer,"Cortical amygdalar area, posterior part, medial zone",0.22976866589884035,0.4623773541119825,0.49692889120861444,0.6192391970281518,0.9892110326585131,success
control,observer,Cortical plate,0.018636965080760737,0.02384639553838209,0.7815422272419962,0.4344836508387877,0.9892110326585131,success
control,observer,Cortical subplate,0.07758437031225081,0.24457912717292338,0.31721582789604436,0.7510798407305228,0.9892110326585131,success
control,observer,Crus 1,0.005742278312821844,0.11925679281148488,0.048150534468078036,0.9615962722004623,0.9946331244876356,success
control,observer,Crus 2,-0.16718313590118714,0.14955882826927122,-1.1178419745318173,0.2636344909089663,0.949574280607651,success
control,observer,Culmen,-0.07231549359149772,0.08817947747014501,-0.8200943764492326,0.4121623078146309,0.9892110326585131,success
control,observer,Cuneate nucleus,0.05322514894555829,0.4141529833902628,0.12851567193807562,0.8977408966524751,0.9892110326585131,success
control,observer,Cuneiform nucleus,-0.17365181163141127,0.255008713418508,-0.6809642278631566,0.4958941257085616,0.9892110326585131,success
control,observer,Declive (VI),-0.09790727683762585,0.12258103466685108,-0.7987147204599536,0.42445584918749824,0.9892110326585131,success
control,observer,Dentate gyrus,-0.24176772452853806,0.09554001363834289,-2.5305389367404265,0.011388744364735932,0.2954696464051125,success
control,observer,"Dentate gyrus, granule cell layer",-0.06624927861964966,0.1164417768538501,-0.5689476784848561,0.5693916476834664,0.9892110326585131,success
control,observer,"Dentate gyrus, molecular layer",-0.34192611984973315,0.12725158686496868,-2.687008691000164,0.007209507685204928,0.24454835641011208,success
control,observer,"Dentate gyrus, polymorph layer",-0.22788310366066544,0.12904782602584622,-1.7658809968253484,0.07741581596718587,0.6071628313691712,success
control,observer,Dentate nucleus,0.16007450453369654,0.3636895769893438,0.4401404787533594,0.6598353659522458,0.9892110326585131,success
control,observer,Diagonal band nucleus,0.06942972700721672,0.28118791390092995,0.2469157583767227,0.8049734204369495,0.9892110326585131,success
control,observer,Dorsal auditory area,0.0019628082747759693,0.09364793156117328,0.020959440769856317,0.9832780101388549,0.9972305198807456,success
control,observer,"Dorsal auditory area, layer 1",-0.04490487759758382,0.220787308358933,-0.20338523047974363,0.8388339429337072,0.9892110326585131,success
control,observer,"Dorsal auditory area, layer 2/3",-0.043018657147981205,0.13387478415034712,-0.3213350252701017,0.747956516335839,0.9892110326585131,success
control,observer,"Dorsal auditory area, layer 4",-0.07576415580854017,0.14133030368778926,-0.5360786316281445,0.591904207569538,0.9892110326585131,success
control,observer,"Dorsal auditory area, layer 5",-0.02165840824203141,0.1153433038005409,-0.18777343398698315,0.8510542619176263,0.9892110326585131,success
control,observer,"Dorsal auditory area, layer 6a",0.17667535765644563,0.07997102899132778,2.2092420203271943,0.02715781158553627,0.4144282047952835,success
control,observer,"Dorsal auditory area, layer 6b",0.024351100869561552,0.16378383170893537,0.14867829513743788,0.8818074888299934,0.9892110326585131,success
control,observer,Dorsal cochlear nucleus,0.26756454671726654,0.2871802275618969,0.9316955731557024,0.3514938749100869,0.9892110326585131,success
control,observer,Dorsal column nuclei,-0.07303699481834193,0.4325440440385527,-0.16885446886845154,0.8659111134238278,0.9892110326585131,success
control,observer,Dorsal motor nucleus of the vagus nerve,0.28583422755605675,0.435929201332653,0.6556895630810005,0.5120238855244267,0.9892110326585131,success
control,observer,Dorsal nucleus raphe,-0.41566001675697073,0.311407550699278,-1.3347782217341542,0.18194894335332812,0.8312996633448465,success
control,observer,Dorsal part of the lateral geniculate complex,-0.8946842278207041,0.2959246241565625,-3.023351741581872,0.0024999148874577442,0.1589725299628917,success
control,observer,"Dorsal part of the lateral geniculate complex, shell",-0.8946842278207041,0.2959246241565625,-3.023351741581872,0.0024999148874577442,0.1589725299628917,success
control,observer,Dorsal peduncular area,0.13649376641424213,0.07251570307094184,1.8822649527470043,0.05980005054440652,0.5497281754865323,success
control,observer,Dorsal premammillary nucleus,0.042785398393820694,0.5426643423151478,0.07884320943455951,0.9371573348395451,0.9892110326585131,success
control,observer,Dorsal tegmental nucleus,0.00653533837204517,0.4617505629371004,0.014153395570273323,0.988707601205733,0.9972305198807456,success
control,observer,Dorsal terminal nucleus of the accessory optic tract,-0.34256074574010315,0.30993085578009444,-1.105281192083568,0.2690377649574349,0.9540225596705425,success
control,observer,Dorsomedial nucleus of the hypothalamus,0.2839305980430855,0.42145492333022316,0.6736914965888701,0.5005074691389321,0.9892110326585131,success
control,observer,Ectorhinal area,0.13589472199099772,0.09428888964056155,1.4412591187470938,0.14951149212484002,0.7754791210363774,success
control,observer,Ectorhinal area/Layer 1,-0.10067012339034352,0.31947803881706627,-0.31510811748781087,0.7526795653922415,0.9892110326585131,success
control,observer,Ectorhinal area/Layer 2/3,0.18901758915492006,0.21234968645885047,0.8901241735129581,0.3733992141944248,0.9892110326585131,success
control,observer,Ectorhinal area/Layer 5,0.1240124298524447,0.08266873386843093,1.5001128485869053,0.13358517325640978,0.7429328528016796,success
control,observer,Ectorhinal area/Layer 6a,0.146540531265865,0.10719261830217762,1.3670767034793851,0.1716012645561592,0.8286820560528447,success
control,observer,Ectorhinal area/Layer 6b,0.0010781220914274207,0.12741529705736154,0.008461480813736651,0.9932487956578969,0.9972305198807456,success
control,observer,Edinger-Westphal nucleus,-0.353358980710514,0.4121121400724527,-0.8574340485295837,0.3912050488326303,0.9892110326585131,success
control,observer,Endopiriform nucleus,0.04501482420380317,0.3343856581522949,0.1346194823442497,0.8929127371429899,0.9892110326585131,success
control,observer,"Endopiriform nucleus, dorsal part",0.12615168807886132,0.32354125622715085,0.38990912488234,0.6966037462123421,0.9892110326585131,success
control,observer,"Endopiriform nucleus, ventral part",-0.2163625507603681,0.3498857223002566,-0.6183806225013526,0.5363244680616628,0.9892110326585131,success
control,observer,Entorhinal area,0.0462522564310736,0.10802998011203031,0.4281427839115459,0.6685471695099172,0.9892110326585131,success
control,observer,"Entorhinal area, lateral part",0.09601397046311644,0.10984301457052542,0.874101742732762,0.3820628485213171,0.9892110326585131,success
control,observer,"Entorhinal area, lateral part, layer 1",0.1620203661729994,0.26961612940649204,0.600929797967414,0.5478867452887868,0.9892110326585131,success
control,observer,"Entorhinal area, lateral part, layer 2",0.1678620707447563,0.24458392309591329,0.6863168626129583,0.4925133177218882,0.9892110326585131,success
control,observer,"Entorhinal area, lateral part, layer 3",0.1337834662836862,0.16604465286129944,0.8057077658227171,0.4204113706886966,0.9892110326585131,success
control,observer,"Entorhinal area, lateral part, layer 5",0.08812301310038377,0.14087853550514434,0.6255247670229072,0.5316266984787219,0.9892110326585131,success
control,observer,"Entorhinal area, lateral part, layer 6a",-0.05033038939274875,0.11758419429013776,-0.42803703079819594,0.6686241602703858,0.9892110326585131,success
control,observer,"Entorhinal area, medial part, dorsal zone",-0.01426196362273318,0.15256278422785996,-0.09348258616880144,0.9255201833333649,0.9892110326585131,success
control,observer,"Entorhinal area, medial part, dorsal zone, layer 1",-0.14699144839486397,0.21362488395812626,-0.6880820514508813,0.49140111252658936,0.9892110326585131,success
control,observer,"Entorhinal area, medial part, dorsal zone, layer 2",-0.029678436284496124,0.18254391445783127,-0.16258244692869242,0.8708472084137133,0.9892110326585131,success
control,observer,"Entorhinal area, medial part, dorsal zone, layer 3",-0.025073023431636754,0.16245189903594162,-0.15434121472528603,0.8773407019722447,0.9892110326585131,success
control,observer,"Entorhinal area, medial part, dorsal zone, layer 5",-0.003131962042744639,0.1550233237283702,-0.020203166642410668,0.983881301786799,0.9972305198807456,success
control,observer,"Entorhinal area, medial part, dorsal zone, layer 6",0.09861068742902987,0.1259724454052217,0.7827956908498844,0.4337470984492605,0.9892110326585131,success
control,observer,Epithalamus,-1.2823503270895444,0.42409688406160123,-3.0237202282846285,0.002496872238835175,0.1589725299628917,success
control,observer,External cuneate nucleus,0.6305742234541888,0.4714554324492029,1.3375054778314177,0.18105769541409122,0.8312996633448465,success
control,observer,Facial motor nucleus,-0.5789643773490357,0.5008781642784274,-1.1558986169482963,0.24772262843408488,0.927829599275163,success
control,observer,Fasciola cinerea,0.10701925704068618,0.46176234869950084,0.2317626314533727,0.8167223826122256,0.9892110326585131,success
control,observer,Fastigial nucleus,-0.7504509003790436,0.2085599147737638,-3.5982508968374782,0.0003203644918942246,0.06110952682882334,success
control,observer,Field CA1,-0.12871261697982092,0.06233714244687315,-2.0647821174914505,0.038943620615967,0.4502118565148912,success
control,observer,Field CA2,-0.27926804521917603,0.18416474824837972,-1.5164033718468868,0.12941738698862598,0.7319005374918067,success
control,observer,Field CA3,-0.2750385389997442,0.1109865283464914,-2.478125436459234,0.013207470365933468,0.3099630921917224,success
control,observer,Fields of Forel,0.40498018729317703,0.40630592562247786,0.9967370932942469,0.31889213981347697,0.9892110326585131,success
control,observer,Flocculus,0.04084957700197871,0.2757103245003274,0.1481612162185468,0.882215538919448,0.9892110326585131,success
control,observer,Folium-tuber vermis (VII),0.06779242377668963,0.16448802433459886,0.4121420027441474,0.68023534386067,0.9892110326585131,success
control,observer,"Frontal pole, cerebral cortex",-0.3083242067698776,0.35460605813592183,-0.8694837544250182,0.38458259001633954,0.9892110326585131,success
control,observer,"Frontal pole, layer 1",0.04926817084561416,0.35277431769348083,0.13965917691441013,0.8889292823141438,0.9892110326585131,success
control,observer,"Frontal pole, layer 2/3",-0.6484111139437891,0.36030989605578356,-1.7995928533791963,0.07192495036754898,0.6071628313691712,success
control,observer,Fundus of striatum,0.22612376500259582,0.31739469228850736,0.7124371342575964,0.4761941274014404,0.9892110326585131,success
control,observer,"Geniculate group, dorsal thalamus",-0.636987406687395,0.22265349814493948,-2.8608910796125864,0.004224521619197255,0.22394313196007454,success
control,observer,"Geniculate group, ventral thalamus",-0.04495548354968561,0.11096478169464358,-0.4051328976917698,0.6853798258658219,0.9892110326585131,success
control,observer,Gigantocellular reticular nucleus,-0.21938761319103914,0.510054501785295,-0.43012582463861737,0.6671041154025075,0.9892110326585131,success
control,observer,"Globus pallidus, external segment",-0.07180339064608399,0.3221554640642675,-0.22288428617730902,0.823625566596029,0.9892110326585131,success
control,observer,"Globus pallidus, internal segment",-0.07636474644647816,0.33065839546684206,-0.2309475503825092,0.817355549234504,0.9892110326585131,success
control,observer,Gracile nucleus,-0.40683702136949673,0.5351623114224456,-0.7602123929245614,0.4471276383535284,0.9892110326585131,success
control,observer,Gustatory areas,-0.02899665677734546,0.0947825989919029,-0.3059280615403107,0.7596594196159114,0.9892110326585131,success
control,observer,"Gustatory areas, layer 1",-0.08694891158637706,0.2983615030526095,-0.29142134858814384,0.770729088950306,0.9892110326585131,success
control,observer,"Gustatory areas, layer 2/3",-0.31798913847727256,0.22005821633286632,-1.4450227934060556,0.1484514833779501,0.7754791210363774,success
control,observer,"Gustatory areas, layer 4",-0.3079960053663247,0.1805341316134613,-1.706026459449618,0.08800315332539445,0.6071628313691712,success
control,observer,"Gustatory areas, layer 5",-0.09628899630111613,0.1436561756339513,-0.6702739779629735,0.5026831523181696,0.9892110326585131,success
control,observer,"Gustatory areas, layer 6a",0.22062065404556355,0.12391021150490811,1.7804880757291317,0.07499611908455522,0.6071628313691712,success
control,observer,"Gustatory areas, layer 6b",0.20486997081084982,0.22407695935852107,0.9142839647473963,0.36056765416304926,0.9892110326585131,success
control,observer,Hemispheric regions,-0.18490382040824668,0.1047101085546197,-1.7658640885831547,0.07741865327864828,0.6071628313691712,success
control,observer,Hindbrain,0.020153183164829228,0.3125235807910188,0.06448532015990643,0.9485837955977414,0.9892110326585131,success
control,observer,Hippocampal formation,-0.09582596833423271,0.054860078189347065,-1.7467340823593749,0.08068347547127808,0.6071628313691712,success
control,observer,Hippocampal region,-0.18106830792421708,0.07333464347540396,-2.469069178538332,0.013546502739576293,0.3099630921917224,success
control,observer,Hypoglossal nucleus,0.8720826766477787,0.40381475003307926,2.15961075363478,0.030802815244265525,0.42497560398324513,success
control,observer,Hypothalamic lateral zone,0.026692496218546826,0.32992705338281103,0.08090423608753233,0.9355181111010715,0.9892110326585131,success
control,observer,Hypothalamic medial zone,0.12509889664537935,0.3441299002594874,0.36352231105477867,0.7162147494176825,0.9892110326585131,success
control,observer,Hypothalamus,0.1295199926955369,0.2244029574442339,0.5771759613628255,0.5638205941564471,0.9892110326585131,success
control,observer,Induseum griseum,0.3483005677072867,0.25999215505652573,1.3396579894172636,0.1803565615080749,0.8312996633448465,success
control,observer,Inferior colliculus,0.2723718505036927,0.11301982746894033,2.409947498624035,0.015954816275375566,0.32182518578231484,success
control,observer,"Inferior colliculus, central nucleus",0.1789029079829815,0.14139554277479194,1.2652655414175926,0.20577615460993148,0.8612036865027614,success
control,observer,"Inferior colliculus, dorsal nucleus",0.4337717725042167,0.215365087098357,2.014122986917158,0.04399662268180466,0.47280877614390077,success
control,observer,"Inferior colliculus, external nucleus",0.21762890696024195,0.12215051180630912,1.781645477714661,0.07480706324067671,0.6071628313691712,success
control,observer,Inferior olivary complex,-0.5515889046654029,0.5382048347149485,-1.0248679853601521,0.30542548238348555,0.9867123456459848,success
control,observer,Inferior salivatory nucleus,-0.3245162069773997,0.641389743950991,-0.5059578985132575,0.6128862055944648,0.9892110326585131,success
