control,treatment,region,Estimate,Std. Error,z value,Pr(>|z|),fdr_adj_pval,status
observer,demonstrator,Abducens nucleus,-0.30603723999108207,0.6479776822688109,-0.4722959576625106,0.6367155552915361,0.923739065407665,success
observer,demonstrator,Accessory facial motor nucleus,-0.7956655668108069,0.6366795739321204,-1.249711156739005,0.21140508029753324,0.7649031531232239,success
observer,demonstrator,Accessory olfactory bulb,-0.0844832660689837,0.23612746888171435,-0.3577866923704024,0.7205029501857845,0.947568208157167,success
observer,demonstrator,"Accessory olfactory bulb, glomerular layer",-0.2757922726605828,0.35241529900803054,-0.7825774687900207,0.4338752768017695,0.8621011359368493,success
observer,demonstrator,"Accessory olfactory bulb, granular layer",-0.04893879503588503,0.293271318380151,-0.16687208045502916,0.8674707016609975,0.9891955485891165,success
observer,demonstrator,"Accessory olfactory bulb, mitral layer",-0.10487604922793145,0.2806461172914086,-0.37369499439407355,0.7086312498633862,0.944734377238931,success
observer,demonstrator,Accessory supraoptic group,1.8523257052084605,0.4258870064385936,4.349336037974517,1.3655033411422658e-05,0.005209395246457744,success
observer,demonstrator,Agranular insular area,-0.06895885490765041,0.07822963931699967,-0.8814926862722392,0.37805121084976145,0.8240420253896826,success
observer,demonstrator,"Agranular insular area, dorsal part",-0.10325456743008357,0.08602535183124245,-1.2002806757784612,0.23003035215580403,0.7649031531232239,success
observer,demonstrator,"Agranular insular area, dorsal part, layer 1",0.1542160388936982,0.13590845382514358,1.134705270741353,0.2564988281846673,0.7743938513633396,success
observer,demonstrator,"Agranular insular area, dorsal part, layer 2/3",-0.24879596131768578,0.1369672479467478,-1.816463169460895,0.06929935273081671,0.7203905867082352,success
observer,demonstrator,"Agranular insular area, dorsal part, layer 5",-0.12073685951529721,0.11757947215614882,-1.026853219369409,0.30448958508821344,0.809754609374303,success
observer,demonstrator,"Agranular insular area, dorsal part, layer 6a",-0.04463039355738077,0.07710060344984676,-0.5788591990257564,0.5626841826158593,0.923739065407665,success
observer,demonstrator,"Agranular insular area, dorsal part, layer 6b",-0.03662211017998378,0.168157462233065,-0.21778462694225134,0.8275969230040161,0.9767048065733372,success
observer,demonstrator,"Agranular insular area, posterior part",-0.09248382822814463,0.07135295951706867,-1.2961456518985894,0.19492530944472797,0.7649031531232239,success
observer,demonstrator,"Agranular insular area, posterior part, layer 1",-0.21600045714860705,0.43748770248871793,-0.49372920866084763,0.6214974341913804,0.923739065407665,success
observer,demonstrator,"Agranular insular area, posterior part, layer 2/3",-0.17650232324852863,0.18901591506269175,-0.9337960943129435,0.3504090845928216,0.809754609374303,success
observer,demonstrator,"Agranular insular area, posterior part, layer 5",-0.1647448537005477,0.13363883950844746,-1.2327617802318165,0.21766465461602202,0.7649031531232239,success
observer,demonstrator,"Agranular insular area, posterior part, layer 6a",0.07221845892039667,0.07363119728040632,0.9808133181017066,0.3266848094003004,0.809754609374303,success
observer,demonstrator,"Agranular insular area, posterior part, layer 6b",-0.08863468704071967,0.1238402799073739,-0.7157177544092586,0.4741656456562039,0.8965720812025859,success
observer,demonstrator,"Agranular insular area, ventral part",0.004567890552287781,0.11344508662408219,0.04026521278461527,0.9678816874518248,0.9928490842205373,success
observer,demonstrator,"Agranular insular area, ventral part, layer 1",0.1276148734380053,0.21268020079326255,0.6000317517193541,0.5484850747935722,0.923739065407665,success
observer,demonstrator,"Agranular insular area, ventral part, layer 2/3",-0.019374950300015712,0.19519419924525924,-0.09925986722418587,0.9209319423194124,0.9928490842205373,success
observer,demonstrator,"Agranular insular area, ventral part, layer 5",-0.00814492577722224,0.10894487466431772,-0.07476189955992409,0.9404041566902789,0.9928490842205373,success
observer,demonstrator,"Agranular insular area, ventral part, layer 6a",0.04864312934534281,0.08537396350502494,0.5697653868732447,0.5688368347625427,0.923739065407665,success
observer,demonstrator,"Agranular insular area, ventral part, layer 6b",0.052006698072375034,0.20877904219091076,0.24909922723382988,0.8032840271989599,0.9682554703835804,success
observer,demonstrator,Ammon's horn,-0.04790074077230804,0.06177872266510703,-0.7753598440675215,0.4381270563944625,0.8660387151009711,success
observer,demonstrator,Ansiform lobule,0.0037544452855979397,0.07229789816604715,0.05193021347557125,0.9585842998760403,0.9928490842205373,success
observer,demonstrator,Anterior amygdalar area,-0.2986949219834912,0.1818320953436357,-1.6426963645719534,0.10044577134401633,0.7649031531232239,success
observer,demonstrator,Anterior cingulate area,0.0038722727093852783,0.04232732435870126,0.09148399451309168,0.9271080234304432,0.9928490842205373,success
observer,demonstrator,"Anterior cingulate area, dorsal part",0.0010939366467430463,0.046813594154147806,0.02336792691330069,0.9813567886320395,0.9958421003816124,success
observer,demonstrator,"Anterior cingulate area, dorsal part, layer 1",-0.057667845887378985,0.21324500305411945,-0.27042999864687783,0.7868294639690387,0.9592371986724618,success
observer,demonstrator,"Anterior cingulate area, dorsal part, layer 2/3",0.028222594374116623,0.09303522409198732,0.3033538603208169,0.7616202040591326,0.9542138188786833,success
observer,demonstrator,"Anterior cingulate area, dorsal part, layer 5",0.010473495947550543,0.06345336038924436,0.1650581763251399,0.8688981918680231,0.9891955485891165,success
observer,demonstrator,"Anterior cingulate area, dorsal part, layer 6a",-0.01722712678436076,0.054308780518852434,-0.3172070265577154,0.7510865186126825,0.9498037230231294,success
observer,demonstrator,"Anterior cingulate area, dorsal part, layer 6b",0.17532826241823685,0.21090004760245357,0.8313334416535102,0.40578528772951306,0.8459403675891215,success
observer,demonstrator,"Anterior cingulate area, ventral part",0.00906021350021918,0.10852626182852675,0.08348406503242933,0.9334666474202385,0.9928490842205373,success
observer,demonstrator,"Anterior cingulate area, ventral part, 6a",-0.06557953006845035,0.1390049722435409,-0.47177830411384886,0.6370850385038106,0.923739065407665,success
observer,demonstrator,"Anterior cingulate area, ventral part, 6b",0.11637379875215055,0.2745567107116851,0.42386069694124473,0.6716674090707937,0.9267920520102386,success
observer,demonstrator,"Anterior cingulate area, ventral part, layer 1",-0.04326172061391335,0.24979500618095407,-0.1731888930660772,0.8625029537695041,0.9891955485891165,success
observer,demonstrator,"Anterior cingulate area, ventral part, layer 2/3",0.03275412542626954,0.12102801004601176,0.27063260326115635,0.7866736174890228,0.9592371986724618,success
observer,demonstrator,"Anterior cingulate area, ventral part, layer 5",0.03162497489446987,0.10160634011939491,0.3112500150808326,0.7556105634011003,0.9498037230231294,success
observer,demonstrator,Anterior group of the dorsal thalamus,0.3606963304921031,0.19897923230004838,1.8127335517517493,0.06987292697578254,0.7203905867082352,success
observer,demonstrator,Anterior hypothalamic nucleus,0.666565580267942,0.22480958982067198,2.965022892482717,0.003026604064710298,0.2565887668193286,success
observer,demonstrator,Anterior olfactory nucleus,0.05152236373600368,0.09890607470304653,0.5209221363874091,0.6024210140013422,0.923739065407665,success
observer,demonstrator,Anterior pretectal nucleus,-0.03926945988617442,0.18061606154540086,-0.21741953373456427,0.8278814095589557,0.9767048065733372,success
observer,demonstrator,Anterior tegmental nucleus,0.05033725126682069,0.4213680247329048,0.11946148808687673,0.9049097495470743,0.9928490842205373,success
observer,demonstrator,Anterodorsal nucleus,0.7564247595038207,0.2080035316493622,3.636595751551703,0.0002762649772520728,0.05269754441083289,success
observer,demonstrator,Anterodorsal preoptic nucleus,-0.15801484060819856,0.11995575368544621,-1.3172760434864403,0.1877461123397911,0.7649031531232239,success
observer,demonstrator,Anterolateral visual area,0.08219123758096224,0.08411339126980472,0.977148065726218,0.328495854751109,0.809754609374303,success
observer,demonstrator,"Anterolateral visual area, layer 1",-0.032600427282055235,0.21006257895829503,-0.15519388290728162,0.8766684705958738,0.9894941465453427,success
observer,demonstrator,"Anterolateral visual area, layer 2/3",0.11088996892074829,0.09852218816588486,1.1255329483145402,0.2603632633709321,0.7743938513633396,success
observer,demonstrator,"Anterolateral visual area, layer 4",0.20537918327775126,0.17167743882244652,1.1963085230445452,0.2315761839730861,0.7649031531232239,success
observer,demonstrator,"Anterolateral visual area, layer 5",0.059151469471901176,0.09918209657306735,0.5963926103167656,0.550912975948004,0.923739065407665,success
observer,demonstrator,"Anterolateral visual area, layer 6a",-0.024060571924495868,0.11203157424769859,-0.21476598973159686,0.8299497704074741,0.9767048065733372,success
observer,demonstrator,"Anterolateral visual area, layer 6b",-0.5040875310616816,0.20151329404082938,-2.501510054019297,0.012366493107612068,0.43668237858300313,success
observer,demonstrator,Anteromedial nucleus,0.39006219803963593,0.3225191539634603,1.2094233574847708,0.22650023953200327,0.7649031531232239,success
observer,demonstrator,"Anteromedial nucleus, dorsal part",0.39160949848453686,0.4065952218704899,0.9631433854116309,0.33547557183926,0.809754609374303,success
observer,demonstrator,"Anteromedial nucleus, ventral part",0.3884186759297483,0.3162013784721354,1.2283902043898802,0.2193005233011346,0.7649031531232239,success
observer,demonstrator,Anteromedial visual area,0.22034933178413035,0.13877466987971568,1.5878209760838944,0.11232682682203277,0.7649031531232239,success
observer,demonstrator,"Anteromedial visual area, layer 1",0.12844118848567565,0.5316249216335569,0.24160114257060492,0.8090892366688701,0.9702158570483665,success
observer,demonstrator,"Anteromedial visual area, layer 2/3",0.23581147108748574,0.20824801418008385,1.1323587983103944,0.2574836194075343,0.7743938513633396,success
observer,demonstrator,"Anteromedial visual area, layer 4",0.23389887285481106,0.1761247052480917,1.3280298895338838,0.18416823291335427,0.7649031531232239,success
observer,demonstrator,"Anteromedial visual area, layer 5",0.2149080478782495,0.24628021558450858,0.8726159645759526,0.3828724358986847,0.8275684662625961,success
observer,demonstrator,"Anteromedial visual area, layer 6a",0.28808461813186315,0.22675338399014922,1.270475496605503,0.20391530574522232,0.7649031531232239,success
observer,demonstrator,"Anteromedial visual area, layer 6b",0.18480974108872644,0.40258521092268684,0.459057451874996,0.6461929098285215,0.923739065407665,success
observer,demonstrator,Anteroventral nucleus of thalamus,0.32240365407278193,0.26123898035807713,1.2341330288108885,0.21715333778803425,0.7649031531232239,success
observer,demonstrator,Anteroventral periventricular nucleus,-0.03015959292664007,0.23545493748408264,-0.12809072193985713,0.8980771783840753,0.9928490842205373,success
observer,demonstrator,Anteroventral preoptic nucleus,0.0735505809082849,0.30459812423064486,0.241467609474153,0.8091927177267051,0.9702158570483665,success
observer,demonstrator,Arcuate hypothalamic nucleus,0.005475587902093313,0.7148744991389477,0.00765950933861615,0.9938886555122625,0.9962924613169483,success
observer,demonstrator,Area postrema,-0.7827930873374331,0.5246029293509753,-1.492163012329885,0.1356564162082584,0.7649031531232239,success
