root,Midbrain,Oculomotor nucleus,Medial terminal nucleus of the accessory optic tract,Lateral terminal nucleus of the accessory optic tract,Dorsal terminal nucleus of the accessory optic tract,Trochlear nucleus,Midbrain reticular nucleus,Red nucleus,Anterior tegmental nucleus,"Midbrain reticular nucleus, retrorubral area","Superior colliculus, motor related, intermediate gray layer","Superior colliculus, motor related, intermediate gray layer, sublayer a","Superior colliculus, motor related, intermediate gray layer, sublayer b","Superior colliculus, motor related, intermediate white layer","Superior colliculus, motor related, deep gray layer","Superior colliculus, motor related, deep white layer","Substantia nigra, reticular part",Cuneiform nucleus,Ventral tegmental area,Ventral tegmental nucleus,Periaqueductal gray,Precommissural nucleus,Interstitial nucleus of Cajal,Nucleus of Darkschewitsch,Supraoculomotor periaqueductal gray,Edinger-Westphal nucleus,Anterior pretectal nucleus,Nucleus of the optic tract,Nucleus of the posterior commissure,Olivary pretectal nucleus,Posterior pretectal nucleus,Paratrochlear nucleus,Inferior colliculus,"Inferior colliculus, central nucleus","Inferior colliculus, dorsal nucleus","Inferior colliculus, external nucleus",Nucleus sagulum,"Superior colliculus, zonal layer","Superior colliculus, superficial gray layer","Superior colliculus, optic layer",Midbrain trigeminal nucleus,Nucleus of the brachium of the inferior colliculus,Parabigeminal nucleus,Subcommissural organ,Interfascicular nucleus raphe,Interpeduncular nucleus,Rostral linear nucleus raphe,Central linear nucleus raphe,Dorsal nucleus raphe,"Substantia nigra, compact part",Pedunculopontine nucleus,Medulla,Inferior olivary complex,Inferior salivatory nucleus,"Nucleus ambiguus, ventral division","Nucleus ambiguus, dorsal division",Intermediate reticular nucleus,Nucleus prepositus,Nucleus of Roller,Linear nucleus of the medulla,"Lateral reticular nucleus, magnocellular part","Lateral reticular nucleus, parvicellular part",Magnocellular reticular nucleus,Infracerebellar nucleus,"Medullary reticular nucleus, dorsal part","Medullary reticular nucleus, ventral part",Accessory facial motor nucleus,Abducens nucleus,Facial motor nucleus,Medial vestibular nucleus,Lateral vestibular nucleus,Superior vestibular nucleus,Spinal vestibular nucleus,Nucleus x,Hypoglossal nucleus,Nucleus y,Dorsal motor nucleus of the vagus nerve,Parvicellular reticular nucleus,Parasolitary nucleus,"Paragigantocellular reticular nucleus, dorsal part","Paragigantocellular reticular nucleus, lateral part",Gigantocellular reticular nucleus,Parapyramidal nucleus,Nucleus raphe magnus,Nucleus raphe obscurus,Nucleus raphe pallidus,Area postrema,"Spinal nucleus of the trigeminal, caudal part","Spinal nucleus of the trigeminal, interpolar part","Spinal nucleus of the trigeminal, oral part",Dorsal cochlear nucleus,Ventral cochlear nucleus,Nucleus of the trapezoid body,Nucleus of the solitary tract,Cuneate nucleus,Gracile nucleus,External cuneate nucleus,Paratrigeminal nucleus,Pons,Barrington's nucleus,Supragenual nucleus,Supratrigeminal nucleus,Tegmental reticular nucleus,Motor nucleus of trigeminal,Dorsal tegmental nucleus,Pontine central gray,Pontine gray,"Pontine reticular nucleus, caudal part",Posterodorsal tegmental nucleus,Pontine reticular nucleus,Locus ceruleus,Laterodorsal tegmental nucleus,Nucleus raphe pontis,Subceruleus nucleus,Sublaterodorsal nucleus,Nucleus incertus,Superior central nucleus raphe,Principal sensory nucleus of the trigeminal,"Superior olivary complex, medial part","Superior olivary complex, lateral part","Superior olivary complex, periolivary region",Nucleus of the lateral lemniscus,Parabrachial nucleus,Koelliker-Fuse subnucleus,Thalamus,Rhomboid nucleus,Central lateral nucleus of the thalamus,Central medial nucleus of the thalamus,Paracentral nucleus,Parafascicular nucleus,Lateral posterior nucleus of the thalamus,Suprageniculate nucleus,Posterior complex of the thalamus,Posterior limiting nucleus of the thalamus,Anterodorsal nucleus,"Anteromedial nucleus, dorsal part","Anteromedial nucleus, ventral part",Lateral dorsal nucleus of thalamus,Anteroventral nucleus of thalamus,Interanterodorsal nucleus of the thalamus,Interanteromedial nucleus of the thalamus,Reticular nucleus of the thalamus,Intermediodorsal nucleus of the thalamus,Mediodorsal nucleus of thalamus,Submedial nucleus of the thalamus,Perireunensis nucleus,Parataenial nucleus,Paraventricular nucleus of the thalamus,Nucleus of reuniens,Lateral habenula,Medial habenula,Intergeniculate leaflet of the lateral geniculate complex,Ventral part of the lateral geniculate complex,Subgeniculate nucleus,"Subparafascicular nucleus, magnocellular part","Subparafascicular nucleus, parvicellular part",Subparafascicular area,Ventral anterior-lateral complex of the thalamus,Ventral medial nucleus of the thalamus,Ventral posterolateral nucleus of the thalamus,"Ventral posterolateral nucleus of the thalamus, parvicellular part",Ventral posteromedial nucleus of the thalamus,"Ventral posteromedial nucleus of the thalamus, parvicellular part",Posterior triangular thalamic nucleus,Dorsal part of the lateral geniculate complex,"Dorsal part of the lateral geniculate complex, shell",Medial geniculate complex,"Medial geniculate complex, dorsal part","Medial geniculate complex, ventral part","Medial geniculate complex, medial part",Peripeduncular nucleus,Hypothalamus,Anterodorsal preoptic nucleus,"Periventricular hypothalamic nucleus, posterior part",Anteroventral preoptic nucleus,Anteroventral periventricular nucleus,Suprachiasmatic nucleus,Median preoptic nucleus,Medial preoptic area,Ventrolateral preoptic nucleus,Dorsomedial nucleus of the hypothalamus,Posterodorsal preoptic nucleus,Parastrial nucleus,Paraventricular hypothalamic nucleus,Arcuate hypothalamic nucleus,Accessory supraoptic group,Supraoptic nucleus,Retrochiasmatic area,Lateral hypothalamic area,Lateral preoptic area,Preparasubthalamic nucleus,Parasubthalamic nucleus,Subthalamic nucleus,Tuberal nucleus,Zona incerta,Fields of Forel,"Paraventricular hypothalamic nucleus, descending division",Anterior hypothalamic nucleus,Lateral mammillary nucleus,Medial mammillary nucleus,"Medial mammillary nucleus, median part",Supramammillary nucleus,"Tuberomammillary nucleus, ventral part",Medial preoptic nucleus,Ventromedial hypothalamic nucleus,Posterior hypothalamic nucleus,Dorsal premammillary nucleus,Ventral premammillary nucleus,Cerebellum,Interposed nucleus,Dentate nucleus,Fastigial nucleus,Vestibulocerebellar nucleus,Lingula (I),Lobule II,Lobule III,Lobules IV-V,Folium-tuber vermis (VII),Pyramus (VIII),Uvula (IX),Nodulus (X),"Declive (VI), subdivision A","Declive (VI), subdivision B",Simplex lobule,Crus 1,Crus 2,Paramedian lobule,Copula pyramidis,Paraflocculus,Flocculus,Striatum,"Lateral septal nucleus, caudal (caudodorsal) part","Lateral septal nucleus, rostral (rostroventral) part","Lateral septal nucleus, ventral part",Septofimbrial nucleus,Septohippocampal nucleus,Striatum-like amygdalar nuclei,Anterior amygdalar area,Bed nucleus of the accessory olfactory tract,Medial amygdalar nucleus,"Central amygdalar nucleus, capsular part","Central amygdalar nucleus, lateral part","Central amygdalar nucleus, medial part",Intercalated amygdalar nucleus,Caudoputamen,Nucleus accumbens,Olfactory tubercle,Fundus of striatum,Pallidum,Bed nucleus of the anterior commissure,Bed nuclei of the stria terminalis,"Globus pallidus, external segment","Globus pallidus, internal segment",Triangular nucleus of septum,Medial septal nucleus,Diagonal band nucleus,Magnocellular nucleus,Substantia innominata,"Rostrolateral area, layer 2/3","Rostrolateral area, layer 6b","Anterior cingulate area, dorsal part, layer 2/3","Anterior cingulate area, dorsal part, layer 6a","Anterior cingulate area, dorsal part, layer 6b","Anterior cingulate area, dorsal part, layer 1","Anterior cingulate area, dorsal part, layer 5","Anterior cingulate area, ventral part, layer 2/3","Anterior cingulate area, ventral part, layer 1","Anterior cingulate area, ventral part, layer 5","Anterior cingulate area, ventral part, 6a","Anterior cingulate area, ventral part, 6b","Infralimbic area, layer 2/3","Infralimbic area, layer 1","Infralimbic area, layer 5","Infralimbic area, layer 6a","Infralimbic area, layer 6b","Agranular insular area, dorsal part, layer 2/3","Agranular insular area, dorsal part, layer 6a","Agranular insular area, dorsal part, layer 6b","Agranular insular area, dorsal part, layer 1","Agranular insular area, dorsal part, layer 5","Agranular insular area, posterior part, layer 1","Agranular insular area, posterior part, layer 2/3","Agranular insular area, posterior part, layer 6a","Agranular insular area, posterior part, layer 5","Agranular insular area, posterior part, layer 6b","Agranular insular area, ventral part, layer 6a","Agranular insular area, ventral part, layer 2/3","Agranular insular area, ventral part, layer 6b","Agranular insular area, ventral part, layer 1","Agranular insular area, ventral part, layer 5","Frontal pole, layer 1","Frontal pole, layer 2/3","Frontal pole, layer 6a","Primary auditory area, layer 2/3","Primary auditory area, layer 1","Primary auditory area, layer 4","Primary auditory area, layer 5","Primary auditory area, layer 6a","Primary auditory area, layer 6b","Dorsal auditory area, layer 6a","Dorsal auditory area, layer 6b","Dorsal auditory area, layer 5","Dorsal auditory area, layer 1","Dorsal auditory area, layer 2/3","Dorsal auditory area, layer 4","Ventral auditory area, layer 6a","Ventral auditory area, layer 6b","Ventral auditory area, layer 2/3","Ventral auditory area, layer 1","Ventral auditory area, layer 4","Ventral auditory area, layer 5","Posterior auditory area, layer 6a","Posterior auditory area, layer 6b","Posterior auditory area, layer 2/3","Posterior auditory area, layer 1","Posterior auditory area, layer 4","Posterior auditory area, layer 5","Retrosplenial area, dorsal part, layer 6a","Retrosplenial area, dorsal part, layer 6b","Retrosplenial area, dorsal part, layer 2/3","Retrosplenial area, dorsal part, layer 1","Retrosplenial area, dorsal part, layer 5","Retrosplenial area, ventral part, layer 2/3","Retrosplenial area, ventral part, layer 1","Retrosplenial area, ventral part, layer 6a","Retrosplenial area, ventral part, layer 6b","Retrosplenial area, ventral part, layer 5","Retrosplenial area, lateral agranular part, layer 6b","Retrosplenial area, lateral agranular part, layer 1","Retrosplenial area, lateral agranular part, layer 5","Retrosplenial area, lateral agranular part, layer 6a","Retrosplenial area, lateral agranular part, layer 2/3","Primary somatosensory area, barrel field, layer 2/3","Primary somatosensory area, barrel field, layer 1","Primary somatosensory area, barrel field, layer 6a","Primary somatosensory area, barrel field, layer 4","Primary somatosensory area, barrel field, layer 6b","Primary somatosensory area, barrel field, layer 5","Primary somatosensory area, lower limb, layer 2/3","Primary somatosensory area, lower limb, layer 6a","Primary somatosensory area, lower limb, layer 6b","Primary somatosensory area, lower limb, layer 1","Primary somatosensory area, lower limb, layer 4","Primary somatosensory area, lower limb, layer 5","Primary somatosensory area, mouth, layer 6b","Primary somatosensory area, mouth, layer 2/3","Primary somatosensory area, mouth, layer 1","Primary somatosensory area, mouth, layer 4","Primary somatosensory area, mouth, layer 5","Primary somatosensory area, mouth, layer 6a","Primary somatosensory area, nose, layer 1","Primary somatosensory area, nose, layer 4","Primary somatosensory area, nose, layer 5","Primary somatosensory area, nose, layer 2/3","Primary somatosensory area, nose, layer 6a","Primary somatosensory area, nose, layer 6b","Primary somatosensory area, trunk, layer 6a","Primary somatosensory area, trunk, layer 6b","Primary somatosensory area, trunk, layer 2/3","Primary somatosensory area, trunk, layer 1","Primary somatosensory area, trunk, layer 4","Primary somatosensory area, trunk, layer 5","Primary somatosensory area, upper limb, layer 1","Primary somatosensory area, upper limb, layer 4","Primary somatosensory area, upper limb, layer 5","Primary somatosensory area, upper limb, layer 2/3","Primary somatosensory area, upper limb, layer 6a","Primary somatosensory area, upper limb, layer 6b","Primary somatosensory area, unassigned, layer 1,2,3","Primary somatosensory area, unassigned, layer 4,5,6","Supplemental somatosensory area, layer 2/3","Supplemental somatosensory area, layer 6a","Supplemental somatosensory area, layer 1","Supplemental somatosensory area, layer 6b","Supplemental somatosensory area, layer 4","Supplemental somatosensory area, layer 5","Primary motor area, Layer 1","Primary motor area, Layer 5","Primary motor area, Layer 6a","Primary motor area, Layer 6b","Primary motor area, Layer 2/3","Secondary motor area, layer 1","Secondary motor area, layer 5","Secondary motor area, layer 2/3","Secondary motor area, layer 6a","Secondary motor area, layer 6b","Temporal association areas, layer 1","Temporal association areas, layer 4","Temporal association areas, layer 5","Temporal association areas, layer 6a","Temporal association areas, layer 6b","Temporal association areas, layer 2/3",Visual areas,"Primary visual area, layer 6a","Primary visual area, layer 6b","Primary visual area, layer 1","Primary visual area, layer 4","Primary visual area, layer 5","Primary visual area, layer 2/3","Anteromedial visual area, layer 1","Anteromedial visual area, layer 4","Anteromedial visual area, layer 5","Anteromedial visual area, layer 6b","Anteromedial visual area, layer 6a","Anteromedial visual area, layer 2/3","Anterolateral visual area, layer 5","Anterolateral visual area, layer 6a","Anterolateral visual area, layer 6b","Anterolateral visual area, layer 2/3","Anterolateral visual area, layer 1","Anterolateral visual area, layer 4","Lateral visual area, layer 6a","Lateral visual area, layer 6b","Lateral visual area, layer 1","Lateral visual area, layer 4","Lateral visual area, layer 5","Lateral visual area, layer 2/3","Posterolateral visual area, layer 2/3","Posterolateral visual area, layer 6a","Posterolateral visual area, layer 6b","Posterolateral visual area, layer 1","Posterolateral visual area, layer 4","Posterolateral visual area, layer 5","posteromedial visual area, layer 2/3","posteromedial visual area, layer 6a","posteromedial visual area, layer 6b","posteromedial visual area, layer 4","posteromedial visual area, layer 5","posteromedial visual area, layer 1","Postrhinal area, layer 5","Visceral area, layer 6b","Visceral area, layer 6a","Visceral area, layer 1","Visceral area, layer 4","Visceral area, layer 5","Visceral area, layer 2/3","Orbital area, lateral part, layer 2/3","Orbital area, lateral part, layer 6a","Orbital area, lateral part, layer 1","Orbital area, lateral part, layer 6b","Orbital area, lateral part, layer 5","Orbital area, medial part, layer 1","Orbital area, medial part, layer 2/3","Orbital area, medial part, layer 5","Orbital area, medial part, layer 6a","Orbital area, ventrolateral part, layer 2/3","Orbital area, ventrolateral part, layer 6a","Orbital area, ventrolateral part, layer 6b","Orbital area, ventrolateral part, layer 1","Orbital area, ventrolateral part, layer 5",Ectorhinal area/Layer 2/3,Ectorhinal area/Layer 1,Ectorhinal area/Layer 6a,Ectorhinal area/Layer 5,Ectorhinal area/Layer 6b,"Perirhinal area, layer 6a","Perirhinal area, layer 6b","Perirhinal area, layer 1","Perirhinal area, layer 5","Perirhinal area, layer 2/3","Prelimbic area, layer 6a","Prelimbic area, layer 6b","Prelimbic area, layer 1","Prelimbic area, layer 2/3","Prelimbic area, layer 5","Gustatory areas, layer 1","Gustatory areas, layer 4","Gustatory areas, layer 2/3","Gustatory areas, layer 5","Gustatory areas, layer 6a","Gustatory areas, layer 6b",Olfactory areas,"Accessory olfactory bulb, glomerular layer","Accessory olfactory bulb, granular layer","Accessory olfactory bulb, mitral layer",Anterior olfactory nucleus,Main olfactory bulb,Postpiriform transition area,Taenia tecta,"Taenia tecta, dorsal part","Taenia tecta, ventral part","Nucleus of the lateral olfactory tract, molecular layer","Nucleus of the lateral olfactory tract, pyramidal layer","Nucleus of the lateral olfactory tract, layer 3","Cortical amygdalar area, anterior part","Cortical amygdalar area, posterior part","Cortical amygdalar area, posterior part, lateral zone","Cortical amygdalar area, posterior part, medial zone",Piriform-amygdalar area,Dorsal peduncular area,Piriform area,Hippocampal formation,Subiculum,Parasubiculum,"Entorhinal area, lateral part","Entorhinal area, lateral part, layer 2","Entorhinal area, lateral part, layer 6a","Entorhinal area, lateral part, layer 3","Entorhinal area, lateral part, layer 5","Entorhinal area, lateral part, layer 1","Entorhinal area, medial part, dorsal zone","Entorhinal area, medial part, dorsal zone, layer 1","Entorhinal area, medial part, dorsal zone, layer 2","Entorhinal area, medial part, dorsal zone, layer 3","Entorhinal area, medial part, dorsal zone, layer 5","Entorhinal area, medial part, dorsal zone, layer 6","Entorhinal area, medial part, ventral zone",Postsubiculum,Presubiculum,"Prosubiculum, ventral part, molecular layer",Induseum griseum,Field CA1,Field CA2,Field CA3,"Dentate gyrus, granule cell layer","Dentate gyrus, molecular layer","Dentate gyrus, polymorph layer",Cortical subplate,Lateral amygdalar nucleus,"Basolateral amygdalar nucleus, anterior part","Basolateral amygdalar nucleus, posterior part","Basolateral amygdalar nucleus, ventral part",Basomedial amygdalar nucleus,"Basomedial amygdalar nucleus, anterior part","Basomedial amygdalar nucleus, posterior part",Claustrum,Posterior amygdalar nucleus,"Endopiriform nucleus, dorsal part","Endopiriform nucleus, ventral part",cerebral aqueduct,lateral recess,"central canal, spinal cord/medulla",fiber tracts,arbor vitae,cerebellar commissure,middle cerebellar peduncle,superior cerebelar peduncles,superior cerebellar peduncle decussation,uncinate fascicle,ventral spinocerebellar tract,inferior cerebellar peduncle,dorsal spinocerebellar tract,cuneate fascicle,gracile fascicle,medial lemniscus,facial nerve,genu of the facial nerve,oculomotor nerve,medial longitudinal fascicle,posterior commissure,dorsal limb,"lateral olfactory tract, body","anterior commissure, olfactory limb",olfactory nerve layer of main olfactory bulb,optic nerve,optic chiasm,optic tract,superior colliculus commissure,brachium of the superior colliculus,motor root of the trigeminal nerve,sensory root of the trigeminal nerve,spinal tract of the trigeminal nerve,trochlear nerve,solitary tract,vestibular nerve,brachium of the inferior colliculus,dorsal acoustic stria,inferior colliculus commissure,lateral lemniscus,trapezoid body,vomeronasal nerve,corpus callosum,"corpus callosum, anterior forceps",external capsule,"corpus callosum, extreme capsule","corpus callosum, posterior forceps","corpus callosum, splenium",genu of corpus callosum,corticospinal tract,internal capsule,pyramid,pyramidal decussation,cerebal peduncle,external medullary lamina of the thalamus,stria terminalis,commissural branch of stria terminalis,amygdalar capsule,"anterior commissure, temporal limb",cingulum bundle,alveus,dorsal fornix,fimbria,dorsal hippocampal commissure,columns of the fornix,mammillary peduncle,mammillotegmental tract,mammillothalamic tract,principal mammillary tract,medial forebrain bundle,supraoptic commissures,fasciculus retroflexus,habenular commissure,stria medullaris,nigrostriatal tract,rubrospinal tract,ventral tegmental decussation,crossed tectospinal pathway,direct tectospinal pathway,doral tegmental decussation
3813362,202029,192,136,1205,1261,50,19006,1440,26,580,14434,1,3,10302,6834,2530,2486,5923,1410,80,43117,154,124,164,290,185,6900,1675,806,196,1807,191,15485,5796,2262,7242,61,661,1523,1249,32,1003,128,22,556,937,445,316,160,481,1009,18748,0,0,0,1,456,81,0,13,5,1,0,87,0,0,0,154,65,3005,1076,288,539,76,0,80,2,968,0,668,8,586,4,75,0,1,0,539,1431,924,1153,1639,7,195,1,0,0,165,29915,26,7,252,534,640,31,799,693,3644,9,3908,39,505,555,141,504,355,903,2470,30,20,95,659,3776,1243,264328,1429,1987,2352,911,1718,14037,9549,4565,1332,125,1156,1384,3563,1031,508,442,32159,1429,6211,1158,592,1433,1867,4930,1237,39,3668,15379,561,66,2400,5,2303,4872,15318,287,21243,892,2969,26526,26448,44799,15390,18319,7878,2971,38882,190,8,38,67,1,16,1134,85,86,54,449,36,36,5,72,45,4166,2361,51,812,732,328,15486,672,113,293,48,133,0,118,211,793,46,253,113,273,184769,2829,1535,482,15,25,2423,7907,37618,686,528,377,398,929,220,61106,26007,9866,7092,4257,7095,7470,721416,299,16373,2942,1043,866,70587,1156,23,23531,5779,9296,26558,4172,571504,20231,7188,4037,54166,54,14266,11392,3469,84,1762,1600,694,11182,5483,12017,3372,4407,147,2788,6893,3997,5307,8904,3107,476,1410,1096,4841,1690,34,3504,7798,1351,682,11703,703,3472,6197,6730,356,3440,1824,57,478,3782,775,1381,2,4505,712,5473,20113,9039,2256,5929,394,9803,350,1943,2067,8885,1105,2511,615,3010,15230,1456,366,755,89,811,2920,797,37,1090,1062,1302,1231,2047,708,26,1815,29,225,959,764,792,6648,1069,16663,13572,2101,13727,634,454,36,47,466,540,6358,26516,2404,27041,35450,49663,823,10201,11523,4788,16164,1364,1214,342,851,169,719,2150,824,8795,12103,8655,13224,1309,2648,6377,12010,43269,1912,4334,14796,34966,1309,34002,39384,5552,26049,1765,21703,14192,11698,346,693,2322,15098,12411,1924,2844,82022,7801,1287,1756,9550,11242,9583,28,291,755,25,142,393,4113,2132,408,934,104,1278,1942,341,170,1147,2553,1032,1984,1736,76,923,357,4251,736,135,20,528,888,61,6128,1070,8511,225,888,5529,1342,4421,1458,2045,33,6075,1187,2510,7338,1949,6518,2078,29,2314,8931,4011,977,7948,14647,831,615,140,671,2951,3381,4074,136,3662,3199,11377,348,1742,1801,5652,7197,867,160449,499,980,1046,6163,25448,9270,3496,3118,314,86,35,15,1109,12778,6427,6348,3579,2741,81291,600379,31490,15325,35484,6695,7074,7767,11897,2045,49861,8507,12214,10353,11364,6001,5,13920,21849,25612,1440,129262,5086,119504,34818,81838,25210,144275,16766,20934,19342,4094,22938,5065,17833,9917,10336,21221,12445,3413,226,0,324027,27438,46,3897,2770,50,488,655,2140,0,0,0,1275,794,352,1104,1019,62,734,2885,638,8691,16220,336,5996,234,9649,139,3699,2141,167,0,2043,13926,17,17,3846,33,16,64505,21941,16245,1106,23245,8045,10092,28768,22922,11,0,5819,3003,70278,68850,2561,601,2959,21776,35,508,3828,358,33,168,131,16,54,140,170,33,485,364,1393,465,383,0,14
